Volume,Name,Type,Subtype,Current Country,Latitude,Longitude,Location Accuracy
1,Wasseralfingen,Concentration Camp,Subcamp,Germany,48.8667,10.1000,Exact
1,Watenstedt,Concentration Camp,Subcamp,Germany,52.0833,10.8333,Exact
1,Wedel,Concentration Camp,Subcamp,Germany,53.5833,9.7167,Exact
1,Weferlingen (Gazelle),Concentration Camp,Subcamp,Germany,52.3000,11.0667,Exact
1,Weimar (Gustloff Werke I and II),Concentration Camp,Subcamp,Germany,50.9833,11.3167,Exact
1,Weisswasser,Concentration Camp,Subcamp,Germany,51.5167,14.6333,Exact
1,Weissenfels,Early Concentration Camp,N/A,Germany,50.5833,7.4000,Exact
1,Weisswasser,Early Concentration Camp,N/A,Germany,51.5167,14.6333,Exact
1,Weisssee,Concentration Camp,Subcamp,Germany,48.4667,12.6333,Exact
1,Werden,Early Concentration Camp,N/A,Germany,51.3833,7.0000,Exact
1,Werder,Concentration Camp,Subcamp,Germany,52.3833,12.9500,Exact
1,Wernigerode (Richard),Concentration Camp,Subcamp,Germany,51.8333,10.7833,Exact
1,"Wesserling (Kranich, A10, Urbes, Hüsseren- Wesserling, Colmar)",Concentration Camp,Subcamp,France,47.8833,6.9833,Exact
1,Wesslinken,Concentration Camp,Subcamp,Poland,54.3333,18.8167,Exact
1,"Westeregeln (Maulwurf, Tarthun, Mw)",Concentration Camp,Subcamp,Germany,51.9667,11.4000,Exact
1,Wewelsburg Main Camp (Niederhagen),Concentration Camp,Main Camp,Germany,51.6000,8.6500,Exact
1,Weyr,Concentration Camp,Subcamp,Austria,47.8548,14.6573,Exact
1,Wickerode,Concentration Camp,Subcamp,Germany,51.4667,11.1333,Exact
1,"Wieda (Buchenwald, Mittelbau, and Sachsenhausen, SS- BB III)",Concentration Camp,Subcamp,Germany,51.5500,10.5833,Exact
1,Wieliczka,Concentration Camp,Subcamp,Poland,49.9833,20.0667,Exact
1,Wien- Floridsdorf and Jedlesee (Floridsdorf I and II),Concentration Camp,Subcamp,Austria,48.2000,16.3667,Exact
1,Wiener Neudorf,Concentration Camp,Subcamp,Austria,48.0667,16.3167,Exact
1,Wiener Neustadt,Concentration Camp,Subcamp,Austria,47.8000,16.2500,Exact
1,Wiesau,Concentration Camp,Subcamp,Poland,51.3000,15.5667,Exact
1,Wiesbaden-Unter den Eichen (Wiesbaden),Concentration Camp,Subcamp,Germany,50.0833,8.2500,Exact
1,Wilhelmshaven-Banter Weg (Kriegsmarinewerft),Concentration Camp,Subcamp,Germany,53.5167,8.1333,Exact
1,"Wilhelmshaven (Neuengamme, SS-Bbde II)",Concentration Camp,Subcamp,Germany,53.5167,8.1333,Exact
1,Wilischthal,Concentration Camp,Subcamp,Germany,50.7500,13.0333,Exact
1,Witten-Annen (AGW),Concentration Camp,Subcamp,Germany,51.4333,7.3333,Exact
1,Wittenberg,Concentration Camp,Subcamp,Germany,53.0000,11.7500,Exact
1,Wittenberge,Concentration Camp,Subcamp,Germany,53.1333,7.8667,Exact
1,Wittlich (Wittlich an der Mosel),Concentration Camp,Subcamp,France,48.9833,6.8833,Exact
1,Wittmoor,Early Concentration Camp,N/A,Germany,53.2000,11.8167,Exact
1,Wolfen,Concentration Camp,Subcamp,Germany,51.6667,12.2833,Exact
1,Wolkenburg,Concentration Camp,Subcamp,Germany,51.6000,14.2667,Exact
1,Wulkow,Concentration Camp,Subcamp,Germany,52.2167,13.4500,Exact
1,"Wuppertal (Buchenwald, SS- BB IV)",Concentration Camp,Subcamp,Germany,51.2667,7.1833,Exact
1,Wuppertal-Barmen (Kemna),Early Concentration Camp,N/A,Germany,51.2667,7.1833,Exact
1,Wächtersbach,Concentration Camp,Subcamp,Germany,50.2667,9.3000,Exact
1,Wöbbelin,Concentration Camp,Subcamp,Germany,53.3334,11.5036,Exact
1,Würzburg,Concentration Camp,Subcamp,Germany,49.8000,9.9333,Exact
1,Zablocie,Concentration Camp,Subcamp,Poland,49.9667,20.1833,Exact
1,"Olcza (Zakopane, Zakopane-Olcza)",Concentration Camp,Subcamp,Poland,49.3000,19.9667,Exact
1,Zangberg,Concentration Camp,Subcamp,Germany,48.2833,12.4333,Exact
1,Zeltingen (Zeltingen an der Mosel),Concentration Camp,Subcamp,Germany,49.9500,7.0167,Exact
1,Zeyersniederkampen,Concentration Camp,Subcamp,Poland,54.2500,19.3167,Exact
1,Zeyersvorderkampen,Concentration Camp,Subcamp,Poland,54.2500,19.2833,Exact
1,Zichow,Concentration Camp,Subcamp,Germany,53.1833,14.0333,Exact
1,Zillerthal-Erdmannsdorf,Concentration Camp,Subcamp,Poland,50.8533,15.7770,Exact
1,Zittau (Klein-Schönau),Concentration Camp,Subcamp,Czechia,50.9000,14.8333,Exact
1,Zschachwitz,Concentration Camp,Subcamp,Germany,51.0000,13.8500,Exact
1,Zschopau,Concentration Camp,Subcamp,Germany,50.7500,13.0667,Exact
1,Zschorlau,Early Concentration Camp,N/A,Germany,50.5667,12.6500,Exact
1,Zweibrücken,Early Concentration Camp,N/A,Germany,51.4000,14.7167,Exact
1,Zwickau,Early Concentration Camp,N/A,Germany,50.7333,12.5000,Exact
1,Zwodau,Concentration Camp,Subcamp,Czechia,50.1833,12.6333,Exact
1,Ötztal,Concentration Camp,Subcamp,Austria,47.2333,10.8500,Exact
1,Überlingen,Concentration Camp,Subcamp,Germany,47.7667,9.1667,Exact
1,Berlin-Charlottenburg (Maikowski-Haus),Early Concentration Camp,N/A,Germany,52.5160,13.3104,Exact
1,Berlin-Köpenick,Early Concentration Camp,N/A,Germany,52.4553,13.5789,Exact
1,Berlin-Kreuzberg (Friedrichstrasse Nr. 234),Early Concentration Camp,N/A,Germany,52.5026,13.3883,Exact
1,Berlin-Kreuzberg (Hedemannstrasse),Early Concentration Camp,N/A,Germany,52.5028,13.3879,Exact
1,Berlin-Plötzensee,Early Concentration Camp,N/A,Germany,52.5396,13.3198,Exact
1,Berlin-Prenzlauer Berg (Wasserturm),Early Concentration Camp,N/A,Germany,52.5342,13.4160,Exact
1,Berlin-Spandau,Early Concentration Camp,N/A,Germany,52.5349,13.1979,Exact
1,Berlin-Tiergarten (Universum-Landesausstellungspark),Early Concentration Camp,N/A,Germany,52.5233,13.3640,Exact
1,Börgermoor (Papenburg I),Early Concentration Camp,N/A,Germany,53.0167,7.5000,Exact
1,Columbia-Haus,Early Concentration Camp,N/A,Germany,52.4836,13.3992,Exact
1,"Esterwegen, IKL",Early Concentration Camp,N/A,Germany,53.0081,7.6397,Exact
1,Esterwegen III (Papenburg III),Early Concentration Camp,N/A,Germany,53.0154,7.6361,Exact
1,Greater Nürnberg Camps-Fürther Strasse,Early Concentration Camp,N/A,Germany,49.4545,11.0463,Exact
1,Greater Nürnberg Camps-Fürth Polizeidirektion,Early Concentration Camp,N/A,Germany,49.4812,10.9802,Exact
1,Greater Nürnberg Camps-Rathausplatz,Early Concentration Camp,N/A,Germany,49.4555,11.0747,Exact
1,Köln (Bonner Wall),Early Concentration Camp,N/A,Germany,50.9182,6.9475,Exact
1,Köln (Klingelpütz),Early Concentration Camp,N/A,Germany,50.9460,6.9455,Exact
1,München-Stadelheim,Early Concentration Camp,N/A,Germany,48.1009,11.5890,Exact
1,Oberfranken and Unterfranken Camps-Coburg,Early Concentration Camp,N/A,Germany,50.2604,10.9343,Exact
1,Oberfranken and Unterfranken Camps-Hof an der Saale,Early Concentration Camp,N/A,Germany,50.2884,11.9124,Exact
1,Oberfranken and Unterfranken Camps-Straubing,Early Concentration Camp,N/A,Germany,48.8712,12.5848,Exact
1,Oberfranken and Unterfranken Camps-Bayreuth-St. Georgen,Early Concentration Camp,N/A,Germany,49.9554,11.5878,Exact
1,Oberfranken and Unterfranken Camps-Bamberg-Wilhelmsplatz,Early Concentration Camp,N/A,Germany,49.8924,10.8948,Exact
1,Oberfranken and Unterfranken Camps-Aschaffenburg,Early Concentration Camp,N/A,Germany,49.9905,9.1029,Exact
1,Oberfranken and Unterfranken Camps-Hassfurt,Early Concentration Camp,N/A,Germany,50.0331,10.5132,Exact
1,Oberfranken and Unterfranken Camps-Schweinfurt,Early Concentration Camp,N/A,Germany,50.0443,10.2253,Exact
1,Oberfranken and Unterfranken Camps-Würzburg,Early Concentration Camp,N/A,Germany,49.7981,10.0016,Exact
1,Auschwitz II-Birkenau Main Camp,Concentration Camp,Main Camp,Poland,50.0378,19.1713,Exact
1,Auschwitz III-Monowitz Main Camp (Buna),Concentration Camp,Main Camp,Poland,50.0355,19.2780,Exact
1,Altdorf,Concentration Camp,Subcamp,Poland,49.9934,18.8999,Exact
1,Gleiwitz II,Concentration Camp,Subcamp,Poland,50.2763,18.6945,Exact
1,Gleiwitz III,Concentration Camp,Subcamp,Poland,50.2909,18.6841,Exact
1,Gleiwitz IV,Concentration Camp,Subcamp,Poland,50.3005,18.6276,Exact
1,Sosnowitz I,Concentration Camp,Subcamp,Poland,50.2764,19.1237,Exact
1,Tschechowitz (Tschechowitz-Vacuum),Concentration Camp,Subcamp,Poland,49.8902,19.0218,Exact
1,Bad Salzungen (Ludwig Renntier),Concentration Camp,Subcamp,Germany,50.8150,10.1790,Exact
1,Bochum (Eisen-und Hüttenwerke),Concentration Camp,Subcamp,Germany,51.4824,7.2041,Exact
1,Dessau (Junkers Flugzeug-und Motorenwerke),Concentration Camp,Subcamp,Germany,51.8322,12.2028,Exact
1,Düsseldorf (Deutsche Erd-und Steinwerke),Concentration Camp,Subcamp,Germany,51.2126,6.7766,Exact
1,"Düsseldorf-Grafenberg (BA, Borsig)",Concentration Camp,Subcamp,Germany,51.2493,6.7796,Exact
1,Düsseldorf-Kalkum (SS- BB III),Concentration Camp,Subcamp,Germany,51.3089,6.7391,Exact
1,Essen (Humboldtstrasse),Concentration Camp,Subcamp,Germany,51.4264,6.9616,Exact
1,Halberstadt-Langenstein-Zwieberge/Magdeburg,Concentration Camp,Subcamp,Germany,52.1260,11.5594,Exact
1,"Halberstadt-Langenstein-Zwieberge (Malachit, BII, Landhaus)",Concentration Camp,Subcamp,Germany,51.8444,11.0233,Exact
1,Kassel-Druseltal,Concentration Camp,Subcamp,Germany,51.3089,9.3907,Exact
1,"Köln-Niehl (Köln-""Ford"")",Concentration Camp,Subcamp,Germany,51.0050,6.9547,Exact
1,Köln-Stadt,Concentration Camp,Subcamp,Germany,50.9438,6.9745,Exact
1,"Leipzig-Thekla (Emil, E, Engelsdorf)",Concentration Camp,Subcamp,Germany,51.3680,12.4221,Exact
1,"Lippstadt (Westfälische Metallindustrie, WMI, SS- Kommando Lippstadt II)",Concentration Camp,Subcamp,Germany,51.6716,8.3390,Exact
1,"Magdeburg-Rothensee (Brabag, Magda)",Concentration Camp,Subcamp,Germany,52.1839,11.6598,Exact
1,"Mühlhausen (Mühlenwerke AG/Junkers, Julius M, Martha I)",Concentration Camp,Subcamp,Germany,51.2176,10.4593,Exact
1,Schönebeck (Nationale Radiatoren),Concentration Camp,Subcamp,Germany,52.0160,11.7663,Exact
1,"Stassfurt (Wälzer & Co., Stassfurt II)",Concentration Camp,Subcamp,Germany,51.8530,11.5883,Exact
1,Augsburg (Michelwerke),Concentration Camp,Subcamp,Germany,48.3765,10.8587,Exact
1,Augsburg-Pfersee,Concentration Camp,Subcamp,Germany,48.3602,10.8540,Exact
1,Dachau (Entomologisches Institut der Waffen-SS),Concentration Camp,Subcamp,Germany,48.2799,11.4609,Exact
1,Dachau (Fleischwarenfabrik Wülfert),Concentration Camp,Subcamp,Germany,48.2577,11.4362,Exact
1,Dachau (Gut Pollnhof ),Concentration Camp,Subcamp,Germany,48.2625,11.4487,Exact
1,Dachau (Präzifix GmbH),Concentration Camp,Subcamp,Germany,48.2581,11.4443,Exact
1,Innsbruck I,Concentration Camp,Subcamp,Austria,47.2680,11.3930,Exact
1,Karlsfeld-Rothschwaige (Rothschwaige),Concentration Camp,Subcamp,Germany,48.2370,11.4517,Exact
1,München (Bergmannschule),Concentration Camp,Subcamp,Germany,48.1355,11.5345,Exact
1,München (Bombensuchkommando),Concentration Camp,Subcamp,Germany,48.1276,11.5493,Exact
1,München (Chemische Werke),Concentration Camp,Subcamp,Germany,48.1781,11.5271,Exact
1,München (Ehrengut),Concentration Camp,Subcamp,Germany,48.1073,11.5420,Exact
1,München (Gärtnereibetrieb Nützl),Concentration Camp,Subcamp,Germany,48.1974,11.4580,Exact
1,München (Gestapo Wittelsbacher Palais),Concentration Camp,Subcamp,Germany,48.1433,11.5754,Exact
1,München (Grossschlachterei Thomae),Concentration Camp,Subcamp,Germany,48.1400,11.5800,Approximate
1,"München (Höchlstrasse, SS-Standortverwaltung Höchlstrasse)",Concentration Camp,Subcamp,Germany,48.1460,11.5985,Exact
1,München (Katastropheneinsatz),Concentration Camp,Subcamp,Germany,48.1400,11.5800,Approximate
1,München (Königinstrasse),Concentration Camp,Subcamp,Germany,48.1512,11.5825,Exact
1,München (Lebensborn e.V.),Concentration Camp,Subcamp,Germany,48.1354,11.5605,Exact
1,München (Leopoldstrasse),Concentration Camp,Subcamp,Germany,48.1530,11.5799,Exact
1,München (Lodenfrey),Concentration Camp,Subcamp,Germany,48.1635,11.5952,Exact
1,München (Oberbürgermeister),Concentration Camp,Subcamp,Germany,48.1391,11.5802,Exact
1,München (Parteikanzlei),Concentration Camp,Subcamp,Germany,48.1472,11.5691,Exact
1,München (Reichsbahn),Concentration Camp,Subcamp,Germany,48.1427,11.5418,Exact
1,München (Reichsführer- SS),Concentration Camp,Subcamp,Germany,48.1430,11.5648,Exact
1,München (Reichsführer- SS Adjutantur),Concentration Camp,Subcamp,Germany,48.1461,11.5678,Exact
1,München (Schuhhaus Meier),Concentration Camp,Subcamp,Germany,48.1469,11.5514,Exact
1,München (Sprengkommando),Concentration Camp,Subcamp,Germany,48.1274,11.5494,Exact
1,München (SS-Mannschaftshäuser),Concentration Camp,Subcamp,Germany,48.1403,11.5963,Exact
1,"München (SS-Oberabschnitt Süd, Möhlstrasse)",Concentration Camp,Subcamp,Germany,48.1417,11.5961,Exact
1,München (SS-Standortkommandantur Bunkerbau),Concentration Camp,Subcamp,Germany,48.1400,11.5800,Approximate
1,München (SS-Standortkommandantur Kabelbau),Concentration Camp,Subcamp,Germany,48.1400,11.5800,Approximate
1,"München-Allach (OT Bau, Rothschwaige)",Concentration Camp,Subcamp,Germany,48.2382,11.4561,Exact
1,"München-Allach (Porzellanmanufaktur, München (Porzellanmanufaktur))",Concentration Camp,Subcamp,Germany,48.1906,11.4739,Exact
1,München-Allach (SS- Arbeits-und Krankenlager),Concentration Camp,Subcamp,Germany,48.2000,11.4600,Approximate
1,München-Freimann (Bartolith Werke),Concentration Camp,Subcamp,Germany,48.1911,11.6201,Exact
1,München-Freimann (Dyckerhoff und Widmann),Concentration Camp,Subcamp,Germany,48.2121,11.5842,Exact
1,München-Freimann (SS-Standortverwaltung),Concentration Camp,Subcamp,Germany,48.2121,11.5842,Exact
1,München-Giesing (Agfa Kamerawerke),Concentration Camp,Subcamp,Germany,48.1072,11.5911,Exact
1,München-Oberföhring (Bauleitung der Waffen- SS),Concentration Camp,Subcamp,Germany,48.1641,11.6177,Exact
1,"München-Riem (OT, SS- Reit- und Fahrschule)",Concentration Camp,Subcamp,Germany,48.1434,11.6605,Exact
1,München-Schwabing (Schwester Pia),Concentration Camp,Subcamp,Germany,48.1704,11.5312,Exact
1,München-Sendling (Architekt Bücklers),Concentration Camp,Subcamp,Germany,48.0947,11.5338,Exact
1,Salzburg (Bombensuchkommando),Concentration Camp,Subcamp,Austria,47.8000,13.0400,Approximate
1,Salzburg (Firma Schürich),Concentration Camp,Subcamp,Austria,47.7983,13.0458,Exact
1,"Salzburg (Polizeidirektion, Salzburg (Hellbrunner Allee))",Concentration Camp,Subcamp,Austria,47.7769,13.0595,Exact
1,Salzburg (Sprengkommando),Concentration Camp,Subcamp,Austria,47.8000,13.0400,Approximate
1,Schleissheim (Berufsschule),Concentration Camp,Subcamp,Germany,48.2561,11.5543,Exact
1,Schloss Lind (St. Marein bei Neumarkt (Schloss Lind)),Concentration Camp,Subcamp,Austria,47.0555,14.4232,Exact
1,"Steinhöring (Lebensborn- Heim ""Hochland"")",Concentration Camp,Subcamp,Germany,48.0847,12.0249,Exact
1,Sudelfeld (Luftwaffe),Concentration Camp,Subcamp,Germany,47.6838,12.0425,Exact
1,"Sudelfeld (SS- Berghaus and Hotel ""Alpenrose"")",Concentration Camp,Subcamp,Germany,47.6807,12.0321,Exact
1,Dresden (Behelfsheim),Concentration Camp,Subcamp,Germany,51.0510,13.7336,Exact
1,Dresden (Bernsdorf & Co.),Concentration Camp,Subcamp,Germany,51.0408,13.8013,Exact
1,Dresden (SS- Pionier- Kaserne),Concentration Camp,Subcamp,Germany,51.0992,13.7259,Exact
1,Dresden (Universelle),Concentration Camp,Subcamp,Germany,51.0479,13.7144,Exact
1,"Dresden (Zeiss- Ikon, Goehle- Werk)",Concentration Camp,Subcamp,Germany,51.0812,13.7231,Exact
1,"Dresden (Zeiss- Ikon, Werk Reick)",Concentration Camp,Subcamp,Germany,51.0094,13.8070,Exact
1,Plauen (Horn GmbH),Concentration Camp,Subcamp,Germany,50.5277,12.1086,Exact
1,Breslau- Hundsfeld,Concentration Camp,Subcamp,Poland,51.1467,17.0335,Exact
1,Breslau- Lissa,Concentration Camp,Subcamp,Poland,51.1397,16.8567,Exact
1,Breslau II,Concentration Camp,Subcamp,Poland,51.1107,16.9808,Exact
1,Bunzlau II,Concentration Camp,Subcamp,Poland,51.2633,15.5512,Exact
1,Dyhernfurth II (Lager Elfenhain),Concentration Camp,Subcamp,Poland,51.2728,16.7086,Exact
1,Grünberg II,Concentration Camp,Subcamp,Poland,51.9348,15.5147,Exact
1,Hirschberg (Arbeitslager),Concentration Camp,Subcamp,Poland,50.9100,15.7300,Exact
1,Kratzau II,Concentration Camp,Subcamp,Czech Republic,50.8200,14.9700,Exact
1,Langenbielau II,Concentration Camp,Subcamp,Poland,50.6900,16.6100,Exact
1,Riese Complex-Dörnhau,Concentration Camp,Subcamp,Poland,50.6684,16.3914,Exact
1,Riese Complex-Erlenbusch,Concentration Camp,Subcamp,Poland,50.7299,16.3650,Exact
1,Riese Complex-Falkenberg,Concentration Camp,Subcamp,Poland,50.6477,16.4535,Exact
1,Riese Complex-Fürstenstein,Concentration Camp,Subcamp,Poland,50.8340,16.2996,Exact
1,Riese Complex-Kaltwasser,Concentration Camp,Subcamp,Poland,50.6769,16.3906,Exact
1,Riese Complex-Lärche,Concentration Camp,Subcamp,Poland,50.6881,16.3993,Exact
1,Riese Complex-Märzbachtal,Concentration Camp,Subcamp,Poland,50.6874,16.3800,Exact
1,Riese Complex-Säuferwasser,Concentration Camp,Subcamp,Poland,50.6723,16.4205,Exact
1,Riese Complex-Schrotterwerk,Concentration Camp,Subcamp,Poland,50.6728,16.3671,Exact
1,Riese Complex-Tannhausen,Concentration Camp,Subcamp,Poland,50.7009,16.3586,Exact
1,Riese Complex-Wolfsberg,Concentration Camp,Subcamp,Poland,50.7017,16.4174,Exact
1,Riese Complex-Wüstegiersdorf,Concentration Camp,Subcamp,Poland,50.6860,16.3662,Exact
1,Riese Complex-Wüstewaltersdorf,Concentration Camp,Subcamp,Poland,50.7047,16.4201,Exact
1,Riese/Zentralrevier or Zentralkrankenrevier in Tannhausen (Blumenau),Concentration Camp,Subcamp,Poland,50.7015,16.3585,Exact
1,Schlesiersee II (Pürschkau),Concentration Camp,Subcamp,Poland,51.8738,16.1363,Exact
1,Mainz-Gustavsburg,Concentration Camp,Subcamp,Germany,49.9970,8.3191,Exact
1,Mainz-Ingelheimerau (Mainz-Ingelheimer Aue),Concentration Camp,Subcamp,Germany,50.0255,8.2425,Exact
1,Mainz-Weisenau,Concentration Camp,Subcamp,Germany,49.9746,8.3149,Exact
1,"Wiesbaden- Erbenheim (Wiesbaden- Fliegerhorst, Erbenheim)",Concentration Camp,Subcamp,Germany,50.0494,8.3244,Exact
1,Kauen-Alexoten,Concentration Camp,Subcamp,Lithuania,54.8799,23.8791,Exact
1,Kauen-Schanzen,Concentration Camp,Subcamp,Lithuania,54.8679,23.9386,Exact
1,Ebensee/Wels II (Wels),Concentration Camp,Subcamp,Austria,48.1661,14.0240,Exact
1,Linz II,Concentration Camp,Subcamp,Austria,48.2929,14.2848,Exact
1,Linz III,Concentration Camp,Subcamp,Austria,48.2709,14.3497,Exact
1,Passau II,Concentration Camp,Subcamp,Austria,48.5808,13.4958,Exact
1,"Wien (Saurerwerke, Saurerwerke, Wien- West)",Concentration Camp,Subcamp,Austria,48.1607,16.4423,Exact
1,Wien-Hinterbrühl (Lisa),Concentration Camp,Subcamp,Austria,48.0858,16.2575,Exact
1,Wien-Schönbrunn (Sonderkommando Wien),Concentration Camp,Subcamp,Austria,48.1715,16.3026,Exact
1,Wien-Schwechat-Heidfeld,Concentration Camp,Subcamp,Austria,48.1201,16.5582,Exact
1,"Wien-Schwechat (""Santa"" Kommandos)",Concentration Camp,Subcamp,Austria,48.1449,16.4645,Exact
1,Blankenburg-Regenstein (Turmalin),Concentration Camp,Subcamp,Germany,51.8108,10.9749,Exact
1,Gut Bischofferode (Anna),Concentration Camp,Subcamp,Germany,51.5678,10.7191,Exact
1,Osterode-Petershütte (Dachs IV),Concentration Camp,Subcamp,Germany,51.7347,10.2252,Exact
1,"Cochum- Treis (Zeisig, Kochem- Treis)",Concentration Camp,Subcamp,Germany,50.1682,7.2913,Exact
1,Hailfingen,Concentration Camp,Subcamp,Germany,48.5374,8.8559,Exact
1,Braunschweig (SS- Reitschule),Concentration Camp,Subcamp,Germany,52.2433,10.5162,Exact
1,Braunschweig (Truppenwirtschaftslager),Concentration Camp,Subcamp,Germany,52.2641,10.5264,Exact
1,Bremen (Borgward- Werke),Concentration Camp,Subcamp,Germany,53.0596,8.8988,Exact
1,Bremen (Hindenburgkaserne),Concentration Camp,Subcamp,Germany,53.0573,8.8140,Exact
1,Bremen-Farge,Concentration Camp,Subcamp,Germany,53.2172,8.5333,Exact
1,Bremen-Neuenland (Bremen- Kriegsmarine),Concentration Camp,Subcamp,Germany,53.1171,8.7344,Exact
1,Bremen-Obernheide,Concentration Camp,Subcamp,Germany,53.0009,8.7425,Exact
1,"Bremen-Osterort (Bremen- Riespott, Bremen- Kriegsmarine)",Concentration Camp,Subcamp,Germany,53.1429,8.6918,Exact
1,Bremen-Schützenhof (Bremen-Deschimag),Concentration Camp,Subcamp,Germany,53.1184,8.7627,Exact
1,Bremen-Uphusen (Behelfswohnbau),Concentration Camp,Subcamp,Germany,53.0274,8.9774,Exact
1,Bremen-Vegesack,Concentration Camp,Subcamp,Germany,53.1841,8.6194,Exact
1,Darss-Zingst,Concentration Camp,Subcamp,Germany,54.4245,12.8174,Exact
1,Fallersleben (Volkswagenwerke),Concentration Camp,Subcamp,Germany,52.4389,10.7655,Exact
1,Hamburg (Bombensuchkommando no. 2),Concentration Camp,Subcamp,Germany,53.5500,9.9800,Approximate
1,Hamburg (Howaldtwerke),Concentration Camp,Subcamp,Germany,53.5531,9.9951,Exact
1,Hamburg-Finkenwerder,Concentration Camp,Subcamp,Germany,53.5360,9.8552,Exact
1,Hamburg-Fuhlsbüttel,Concentration Camp,Subcamp,Germany,53.6226,10.0164,Exact
1,Hamburg-Hammerbrook (Bombensuchkommando),Concentration Camp,Subcamp,Germany,53.5457,10.0360,Exact
1,Hamburg-Hammerbrook (Spaldingstrasse),Concentration Camp,Subcamp,Germany,53.5508,10.0198,Exact
1,"Hamburg-Langenhorn (Heidberg, SS- Kaserne)",Concentration Camp,Subcamp,Germany,53.6747,10.0243,Exact
1,Hamburg-Langenhorn (Ochsenzoll),Concentration Camp,Subcamp,Germany,53.6725,9.9916,Exact
1,Hamburg-Neugraben,Concentration Camp,Subcamp,Germany,53.4610,9.8655,Exact
1,Hamburg-Rothenburgsort (Bullenhuser Damm),Concentration Camp,Subcamp,Germany,53.5421,10.0452,Exact
1,Hamburg-Sasel-Poppenbüttel,Concentration Camp,Subcamp,Germany,53.6702,10.0961,Exact
1,Hamburg-Steinwerder (Blohm & Voss),Concentration Camp,Subcamp,Germany,53.5398,9.9569,Exact
1,Hamburg-Steinwerder (Stülckenwerft),Concentration Camp,Subcamp,Germany,53.5391,9.9722,Exact
1,Hamburg-Tiefstack,Concentration Camp,Subcamp,Germany,53.5225,10.0688,Exact
1,Hamburg-Wandsbek,Concentration Camp,Subcamp,Germany,53.5820,10.1064,Exact
1,Hamburg-Wilhelmsburg,Concentration Camp,Subcamp,Germany,53.5226,9.9767,Exact
1,Hannover-Langenhagen,Concentration Camp,Subcamp,Germany,52.4187,9.7218,Exact
1,Hannover-Limmer,Concentration Camp,Subcamp,Germany,52.3832,9.6772,Exact
1,Hannover-Misburg,Concentration Camp,Subcamp,Germany,52.3851,9.8540,Exact
1,Hannover-Mühlenberg- Linden,Concentration Camp,Subcamp,Germany,52.3584,9.7088,Exact
1,Hannover-Stöcken (Akkumulatorenfabrik),Concentration Camp,Subcamp,Germany,52.4133,9.6274,Exact
1,Hannover-Stöcken (Continental),Concentration Camp,Subcamp,Germany,52.4186,9.6074,Exact
1,Meppen-Versen,Concentration Camp,Subcamp,Germany,52.7227,7.1836,Exact
1,Riga (Balastdamm),Concentration Camp,Subcamp,Latvia,56.9540,24.0825,Exact
1,Riga (Dünawerke),Concentration Camp,Subcamp,Latvia,56.9968,24.1126,Exact
1,"Riga (Heereskraftfahrzeugpark, Hirtenstrasse, Park)",Concentration Camp,Subcamp,Latvia,56.9618,24.1070,Exact
1,Riga (Heereskraftfahrzeugpark),Concentration Camp,Subcamp,Latvia,56.9862,24.0717,Exact
1,"Riga (Lenta, SD- Werkstätte)",Concentration Camp,Subcamp,Latvia,56.9276,24.0912,Exact
1,"Riga (Mühlgraben, Ultra)",Concentration Camp,Subcamp,Latvia,57.0223,24.1236,Exact
1,Riga (Reichsbahn),Concentration Camp,Subcamp,Latvia,56.9630,24.1015,Exact
1,Riga (Truppenwirtschaftslager),Concentration Camp,Subcamp,Latvia,57.0232,24.1232,Exact
1,Riga-Spilwe,Concentration Camp,Subcamp,Latvia,56.9862,24.0717,Exact
1,Riga-Strasdenhof (AEG/VEF),Concentration Camp,Subcamp,Latvia,56.9615,24.0961,Exact
1,"Riga-Strasdenhof (SS- Betriebe, Strazdenhof)",Concentration Camp,Subcamp,Latvia,56.9902,24.2399,Exact
1,Berlin (Arado),Concentration Camp,Subcamp,Germany,52.3894,13.0745,Exact
1,Berlin (Friedrich- Krause- Ufer),Concentration Camp,Subcamp,Germany,52.5364,13.3439,Exact
1,Berlin (Kastanienallee),Concentration Camp,Subcamp,Germany,52.5373,13.4058,Exact
1,Berlin (Kommandoamt der Waffen- SS),Concentration Camp,Subcamp,Germany,52.5072,13.3799,Exact
1,Berlin-Köpenick,Concentration Camp,Subcamp,Germany,52.4522,13.5688,Exact
1,Berlin-Lichtenrade,Concentration Camp,Subcamp,Germany,52.3896,13.4137,Exact
1,Berlin-Lichterfelde,Concentration Camp,Subcamp,Germany,52.4210,13.3021,Exact
1,Berlin-Marienfelde,Concentration Camp,Subcamp,Germany,52.4156,13.3842,Exact
1,"Berlin-Neukölln (Krupp, Braunauerstrasse)",Concentration Camp,Subcamp,Germany,52.4766,13.4486,Exact
1,Berlin-Niederschöneweide (Pertrix),Concentration Camp,Subcamp,Germany,52.4531,13.5167,Exact
1,"Berlin-Reinickendorf (Argus, Berlin- Schönholz)",Concentration Camp,Subcamp,Germany,52.5772,13.3582,Exact
1,"Berlin-Siemensstadt (Haselhorst, Berlin- Haselhorst)",Concentration Camp,Subcamp,Germany,52.5411,13.2449,Exact
1,Berlin-Spandau,Concentration Camp,Subcamp,Germany,52.5296,13.2099,Exact
1,Berlin-Tegel,Concentration Camp,Subcamp,Germany,52.5820,13.2824,Exact
