Volume,Name,Type,Subtype,Current Country,Latitude,Longitude,Location Accuracy
1,'s-Gravenhage,Concentration Camp,Subcamp,Netherlands,52.0833,4.3000,Exact
1,Abteroda,Concentration Camp,Subcamp,Germany,50.9000,10.0667,Exact
1,Adlershorst,Concentration Camp,Subcamp,Poland,53.4500,20.5333,Exact
1,Ahrensbök-Holstendorf,Early Concentration Camp,N/A,Germany,54.0167,10.5833,Exact
1,"Alderney (Kanalinsel, SS-Bbde I)",Concentration Camp,Subcamp,United Kingdom,49.7060,-2.2145,Exact
1,Allendorf (Münchmühle),Concentration Camp,Subcamp,Germany,50.8281,9.0178,Exact
1,Alt Daber,Early Concentration Camp,N/A,Germany,53.2000,12.5000,Exact
1,Alt-Garge,Concentration Camp,Subcamp,Germany,53.2667,10.8000,Exact
1,Altenberg,Early Concentration Camp,N/A,Czechia,50.7667,13.7667,Exact
1,Altenburg,Concentration Camp,Subcamp,Germany,50.9833,12.4500,Exact
1,Altenhammer,Concentration Camp,Subcamp,Germany,49.4167,12.3167,Exact
1,Althammer,Concentration Camp,Subcamp,Poland,51.4000,17.4667,Exact
1,Amersfoort,Concentration Camp,Subcamp,Netherlands,52.1500,5.3833,Exact
1,Amstetten (Bahnbau I - Men),Concentration Camp,Subcamp,Austria,48.1167,14.8667,Exact
1,Ankenbuck,Early Concentration Camp,N/A,Germany,48.0000,8.5167,Exact
1,Annaburg,Concentration Camp,Subcamp,Germany,51.7333,13.0333,Exact
1,Anrath bei Krefeld,Early Concentration Camp,N/A,Germany,51.2833,6.4667,Exact
1,Ansbach,Concentration Camp,Subcamp,Germany,49.3000,10.5833,Exact
1,Apolda,Concentration Camp,Subcamp,Germany,51.0167,11.5000,Exact
1,Arbeitsdorf,Concentration Camp,Main Camp,Germany,52.4167,10.7167,Exact
1,Arnheim [Arnhem],Concentration Camp,Subcamp,Netherlands,51.9833,5.9167,Exact
1,Arolsen,Concentration Camp,Subcamp,Germany,51.3667,9.0167,Exact
1,"Artern (Adorf, Rebstock Neu)",Concentration Camp,Subcamp,Germany,51.3667,11.3000,Exact
1,Aschersleben,Concentration Camp,Subcamp,Germany,51.7500,11.4667,Exact
1,Aseri (OT Ostländer Lager),Concentration Camp,Subcamp,Estonia,59.4500,26.8667,Exact
1,Aslau,Concentration Camp,Subcamp,Poland,51.3167,15.7500,Exact
1,"Audun-le-Tiche (Rowa, Deutsch-Oth)",Concentration Camp,Subcamp,Luxembourg,49.4667,5.9500,Exact
1,Aue,Concentration Camp,Subcamp,Germany,49.0833,11.2667,Exact
1,Augsburg - Horgau,Concentration Camp,Subcamp,Germany,48.3667,10.8833,Exact
1,"Aumale (INGA, SS-BB V)",Concentration Camp,Subcamp,France,49.7667,1.7500,Exact
1,Auschwitz I Main Camp,Concentration Camp,Main Camp,Poland,50.0262,19.2041,Exact
1,Auvere,Concentration Camp,Subcamp,Estonia,59.3456,27.9374,Exact
1,Babitz,Concentration Camp,Subcamp,Poland,50.1667,17.9167,Exact
1,Bachmanning,Concentration Camp,Subcamp,Austria,48.1167,13.8000,Exact
1,"Bad Ischl (Bad Ischl, Umsiedlerlager)",Concentration Camp,Subcamp,Austria,47.7167,13.6167,Exact
1,Bad Nauheim (OT- Polizeihaftlager),Concentration Camp,Subcamp,Germany,50.3667,8.7500,Exact
1,Bad Oberdorf,Concentration Camp,Subcamp,Germany,47.5000,10.3833,Exact
1,Bad Saarow,Concentration Camp,Subcamp,Germany,52.2833,14.0667,Exact
1,Bad Salzungen (Heinrich Kalb),Concentration Camp,Subcamp,Germany,50.8167,10.2333,Exact
1,Bad Sulza,Early Concentration Camp,N/A,Germany,51.0833,11.6000,Exact
1,Bad Tölz,Concentration Camp,Subcamp,Germany,47.7667,11.5667,Exact
1,Bad Warmbrunn,Concentration Camp,Subcamp,Czechia,50.0333,15.7000,Exact
1,Ballenstedt (Napola),Concentration Camp,Subcamp,Germany,51.7167,11.2333,Exact
1,Bamberg,Early Concentration Camp,N/A,Germany,49.8667,10.8667,Exact
1,Barth,Concentration Camp,Subcamp,Germany,54.3667,12.7333,Exact
1,Bausnitz,Concentration Camp,Subcamp,Czechia,50.5500,15.9833,Exact
1,Bautzen,Concentration Camp,Subcamp,Germany,51.1833,14.4333,Exact
1,Bautzen (Kupferhammer),Early Concentration Camp,N/A,Germany,51.1833,14.4333,Exact
1,Bayreuth,Concentration Camp,Subcamp,Germany,49.9500,11.5833,Exact
1,Bayreuth (St. Georg),Early Concentration Camp,N/A,Germany,49.9500,11.5833,Exact
1,Bayrischzell,Concentration Camp,Subcamp,Austria,47.6667,12.0167,Exact
1,"Beendorf (AIII, Helmstedt)",Concentration Camp,Subcamp,Germany,52.2333,11.0833,Exact
1,Beerfelde,Concentration Camp,Subcamp,Germany,52.4333,14.0500,Exact
1,Belzig,Concentration Camp,Subcamp,Germany,52.1333,12.6000,Exact
1,Benninghausen,Early Concentration Camp,N/A,Germany,51.6549,8.2443,Exact
1,"Bensberg (Kdo. Napola, SS-Bbde III)",Concentration Camp,Subcamp,Germany,50.9667,7.1667,Exact
1,Bensheim - Auerbach,Concentration Camp,Subcamp,Germany,49.6801,8.6158,Exact
1,Berga-Elster (Schwalbe V),Concentration Camp,Subcamp,Germany,51.8333,12.8333,Exact
1,Bergen-Belsen,Concentration Camp,Main Camp,Germany,52.7589,9.9071,Exact
1,Bergisch Gladbach (Stellawerk),Early Concentration Camp,N/A,Germany,50.9833,7.1333,Exact
1,Bergkamen-Schönhausen,Early Concentration Camp,N/A,Germany,51.6333,7.6333,Exact
1,Berlin (General-Pape-Strasse),Early Concentration Camp,N/A,Germany,52.5167,13.4000,Exact
1,Berlin (SS-Bbde II),Concentration Camp,Subcamp,Germany,52.5167,13.4000,Exact
1,Berlin - Hakenfelde,Concentration Camp,Subcamp,Germany,52.5167,13.4000,Exact
1,Berlstedt,Concentration Camp,Subcamp,Germany,51.0667,11.2500,Exact
1,Bernau,Concentration Camp,Subcamp,Germany,52.6667,13.5833,Exact
1,Bernsdorf,Concentration Camp,Subcamp,Czechia,50.6500,15.9667,Exact
1,Bersdorf - Friedeberg,Concentration Camp,Subcamp,Poland,51.0333,16.3000,Exact
1,Biesenthal,Concentration Camp,Subcamp,Germany,52.7667,13.6333,Exact
1,"Biesnitzer Grund (Görlitz, incl. Kunnerwitz, Rennersdorf)",Concentration Camp,Subcamp,Poland,51.1500,15.0167,Exact
1,Billroda,Concentration Camp,Subcamp,Germany,51.2000,11.4500,Exact
1,Birnbäumel,Concentration Camp,Subcamp,Poland,51.4667,17.1500,Exact
1,Bisingen,Concentration Camp,Subcamp,Germany,48.9500,9.1000,Exact
1,Bismarckhütte (Königshütte),Concentration Camp,Subcamp,Poland,50.2667,18.9500,Exact
1,Blaichach,Concentration Camp,Subcamp,Germany,47.5333,10.2667,Exact
1,Blankenburg-Oesig [Klosterwerke],Concentration Camp,Subcamp,Germany,51.7833,10.9500,Exact
1,Blechhammer,Concentration Camp,Subcamp,Poland,50.3667,18.2833,Exact
1,Bleicherode,Concentration Camp,Subcamp,Germany,51.4333,10.5833,Exact
1,Bliżyn,Concentration Camp,Subcamp,Poland,51.1167,20.7500,Exact
1,Bobrek,Concentration Camp,Subcamp,Poland,50.3333,18.8667,Exact
1,Bochum,Early Concentration Camp,N/A,Germany,51.4833,7.2167,Exact
1,Bochum (Bochumer Verein),Concentration Camp,Subcamp,Germany,51.4833,7.2167,Exact
1,"Bochum (Sprengkommando, SS-BB III)",Concentration Camp,Subcamp,Germany,51.4833,7.2167,Exact
1,Bohnsack,Concentration Camp,Subcamp,Poland,54.3500,18.8333,Exact
1,Boizenburg,Concentration Camp,Subcamp,Germany,53.3833,10.7167,Exact
1,Bolkenhain,Concentration Camp,Subcamp,Poland,50.9167,16.1000,Exact
1,Bomlitz (Benefeld),Concentration Camp,Subcamp,Germany,52.9000,9.6500,Exact
1,Born,Concentration Camp,Subcamp,Germany,54.3833,12.5333,Exact
1,Brandenburg (Havel),Concentration Camp,Subcamp,Germany,52.4167,14.2833,Exact
1,Brandenburg (Havel),Early Concentration Camp,N/A,Germany,52.4167,12.5500,Exact
1,Niesky (Brandenhofen),Concentration Camp,Subcamp,Germany,51.4000,14.2667,Exact
1,Braunschweig,Concentration Camp,Subcamp,Germany,52.2667,10.5333,Exact
1,"Braunschweig (Lager Büssig NAG, Schillstraße)",Concentration Camp,Subcamp,Germany,52.2667,10.5333,Exact
1,Brauweiler,Early Concentration Camp,N/A,Germany,49.8667,7.7500,Exact
1,Breitenau,Early Concentration Camp,N/A,Germany,51.2000,9.4833,Exact
1,Bremen (SS-Bbde II),Concentration Camp,Subcamp,Germany,53.0833,8.8000,Exact
1,"Bremen - Blumenthal (Bremen-Deschimag, Bahrsplate)",Concentration Camp,Subcamp,Germany,53.0833,8.8000,Exact
1,Breslau - Dürrgoy,Early Concentration Camp,N/A,Poland,51.1000,17.0333,Exact
1,Breslau I,Concentration Camp,Subcamp,Poland,51.1000,17.0333,Exact
1,Bretstein,Concentration Camp,Subcamp,Austria,47.3333,14.4167,Exact
1,Brieg (Pampitz),Concentration Camp,Subcamp,Poland,50.8667,17.1667,Exact
1,Briesen (Falkenhagen),Concentration Camp,Subcamp,Germany,52.3333,14.2833,Exact
1,Bromberg - Brahnau (DAG Nobel),Concentration Camp,Subcamp,Poland,53.1500,18.0000,Exact
1,Bruss -Sophienwalde,Concentration Camp,Subcamp,Poland,53.8833,17.7167,Exact
1,Brünn,Concentration Camp,Subcamp,Czechia,49.2000,16.6333,Exact
1,Brünnlitz,Concentration Camp,Subcamp,Czechia,49.6333,16.5167,Exact
1,Brüx,Concentration Camp,Subcamp,Czechia,50.5333,13.6500,Exact
1,Buchenwald,Concentration Camp,Main Camp,Germany,51.0212,11.2490,Exact
1,Budy,Concentration Camp,Subcamp,Poland,49.9833,19.1500,Exact
1,Budzyń,Concentration Camp,Subcamp,Poland,50.9500,22.2000,Exact
1,Bunzlau I,Concentration Camp,Subcamp,Poland,51.2667,15.5667,Exact
1,Burgau,Concentration Camp,Subcamp,Germany,48.4333,10.4000,Exact
1,Buttelstedt,Concentration Camp,Subcamp,Germany,51.0667,11.3500,Exact
1,Bäumenheim,Concentration Camp,Subcamp,Germany,48.6833,10.8167,Exact
1,Böhlen,Concentration Camp,Subcamp,Germany,51.2000,12.3833,Exact
1,Börgermoor (Papenburg I),Early Concentration Camp,N/A,Germany,53.0167,7.5000,Exact
1,Börnicke (Meissnershof),Early Concentration Camp,N/A,Germany,51.6833,12.9500,Exact
1,Calw,Concentration Camp,Subcamp,Germany,48.7000,8.7333,Exact
1,Charlottengrube,Concentration Camp,Subcamp,Poland,50.0667,18.4333,Exact
1,Chełmek-Papriotnik (Chełmek),Concentration Camp,Subcamp,Poland,50.1000,19.2667,Exact
1,Chemnitz,Concentration Camp,Subcamp,Germany,50.8333,12.9167,Exact
1,Christianstadt,Concentration Camp,Subcamp,Poland,51.7833,15.2500,Exact
1,Neustadt bei Coburg (Kalag),Concentration Camp,N/A,Germany,50.2500,10.9667,Exact
1,Cochem (Bruttig und Treis),Concentration Camp,Subcamp,Germany,50.1333,7.1500,Exact
1,"Cochem-Bruttig (Zeisig, Kochem-Bruttig)",Concentration Camp,Subcamp,Germany,50.1333,7.1500,Exact
1,Colditz,Early Concentration Camp,N/A,Germany,51.1333,12.8167,Exact
1,Comthurey (Dabelow),Concentration Camp,Subcamp,Germany,53.2500,13.2000,Exact
1,Dachau,Concentration Camp,Main Camp,Germany,48.2699,11.4683,Exact
1,Dammsmühle,Concentration Camp,Subcamp,Germany,52.7000,13.4167,Exact
1,Damshöhe,Concentration Camp,Subcamp,Germany,53.2333,13.1333,Exact
1,Danzig - Holm,Concentration Camp,Subcamp,Poland,54.3500,18.6667,Exact
1,Darmstadt,Concentration Camp,Subcamp,Germany,49.8667,8.6500,Exact
1,Darss-Wieck,Concentration Camp,Subcamp,Germany,53.3667,12.1000,Exact
1,Dautmergen,Concentration Camp,Subcamp,Germany,48.2333,8.7500,Exact
1,"Dernau (Rebstock, Rs, RB, Massnahme Stephan Lager Brück, Fa. Gollnow und Sohn, Volkswagenwerke Dernau)",Concentration Camp,Subcamp,Germany,50.5333,7.0500,Exact
1,Dernau an der Ahr (Rebstock),Concentration Camp,Subcamp,Germany,50.5333,7.0500,Exact
1,Dessau (Dessauer Waggonfabrik),Concentration Camp,Subcamp,Germany,51.8500,12.2500,Exact
1,Dippoldsau,Concentration Camp,Subcamp,Austria,47.8682,14.6039,Exact
1,Domachau,Concentration Camp,Subcamp,Poland,54.2167,18.4667,Exact
1,"Dondangen I and II (with Kurben, Seelager Sondangen, Dundaga, Poperwahlen)",Concentration Camp,Subcamp,Latvia,57.5167,22.3500,Exact
1,Dormettingen,Concentration Camp,Subcamp,Germany,48.2333,8.7667,Exact
1,Dornburg,Concentration Camp,Subcamp,Germany,52.0333,11.8833,Exact
1,Dortmund,Concentration Camp,Subcamp,Germany,51.5167,7.4500,Exact
1,"Dortmund (Sprengkommando, SS-BB III)",Concentration Camp,Subcamp,Germany,51.5167,7.4500,Exact
1,"Doullens (Buchenwald, SS-Baubrigade West, SS-BB V)",Concentration Camp,Subcamp,France,50.1500,2.3500,Exact
1,Dresden - Friedrichstadt (RAW) and Dresden (Reichsbahn),Concentration Camp,Subcamp,Germany,51.0500,13.7500,Exact
1,Dresden (Mathildenstrasse),Early Concentration Camp,N/A,Germany,51.0486,13.7489,Exact
1,Drögen,Concentration Camp,Subcamp,Germany,53.1333,13.1667,Exact
1,Drütte,Concentration Camp,Subcamp,Germany,52.1500,10.4500,Exact
1,Duderstadt,Concentration Camp,Subcamp,Germany,51.5167,10.2500,Exact
1,"Duisburg (Sachsenhausen, SS-Bbde I)",Concentration Camp,Subcamp,Germany,51.4333,6.7500,Exact
1,Dyhernfurth I,Concentration Camp,Subcamp,Poland,51.2667,16.7167,Exact
1,Döberitz,Concentration Camp,Subcamp,Germany,52.5167,12.3500,Exact
1,Düsseldorf (Kirchfeldstrasse),Concentration Camp,Subcamp,Germany,51.2167,6.7667,Exact
1,Düsseldorf (Ulmenstrasse),Early Concentration Camp,N/A,Germany,51.2167,6.7667,Exact
1,Düsseldorf - Derendorf (Berta),Concentration Camp,Subcamp,Germany,51.2167,6.7667,Exact
1,Düssin,Concentration Camp,Subcamp,Germany,53.3667,10.9833,Exact
1,Ebensee,Concentration Camp,Subcamp,Austria,47.8000,13.7667,Exact
1,Eberswalde,Concentration Camp,Subcamp,Germany,52.8333,13.7833,Exact
1,"Eching (OT, Neufahrn)",Concentration Camp,Subcamp,Germany,48.0833,11.1167,Exact
1,Echterdingen,Concentration Camp,Subcamp,Germany,48.7000,9.1833,Exact
1,Eindhoven,Concentration Camp,Subcamp,Netherlands,51.4500,5.4667,Exact
1,Eintrachthütte,Concentration Camp,Subcamp,Poland,50.2833,18.9167,Exact
1,"Eisenach (Emma, Em)",Concentration Camp,Subcamp,Germany,50.9833,10.3167,Exact
1,Eisenberg,Concentration Camp,Subcamp,Czechia,50.5500,13.5167,Exact
1,Eisenerz,Concentration Camp,Subcamp,Austria,47.5333,14.8833,Exact
1,"Elbingen (Brückenkopfbau, Stoboibei Elbingen)",Concentration Camp,Subcamp,Poland,54.1667,19.3833,Exact
1,Elley - Meiten,Concentration Camp,Subcamp,Latvia,56.4082,23.6820,Exact
1,"Ellrich (Buchenwald, Sachsenhausen, Mittelbau, SS-Bbde IV)",Concentration Camp,Subcamp,Germany,51.5833,10.6500,Exact
1,"Ellrich (Erich, Mittelbau II, Ellrich-Juliushütte)",Concentration Camp,Subcamp,Germany,51.5833,10.6500,Exact
1,Ellrich - Woffleben (Lager B-12],Concentration Camp,Subcamp,Germany,51.5000,10.7167,Exact
1,Ellwangen,Concentration Camp,Subcamp,Germany,48.9667,10.1333,Exact
1,Elsnig,Concentration Camp,Subcamp,Germany,51.6000,12.9333,Exact
1,Engerhafe (Aurich-Engerhafe),Concentration Camp,Subcamp,Germany,52.4833,7.3167,Exact
1,"Enns, Ennsdorf",Concentration Camp,Subcamp,Austria,48.2000,14.4667,Exact
1,"Erfurt (Petersberg, Feldstrasse)",Early Concentration Camp,N/A,Germany,50.9833,11.0333,Exact
1,Ereda,Concentration Camp,Subcamp,Estonia,59.3167,27.2500,Exact
1,Erzingen,Concentration Camp,Subcamp,Germany,48.2537,8.8096,Exact
1,"Eschelbach (aka, erroneously, Echelsbach)",Concentration Camp,Subcamp,Germany,47.7000,10.9833,Exact
1,"Eschershausen and Holzen (Stein, Hecht, OT Bauleitung, Deutsche Asphalt AG, Grube Haarmann, H, HT, OT)",Concentration Camp,Subcamp,Germany,51.9333,9.6333,Exact
1,"ESSEN (DEUTSCHE ERD- UND STEINWERKE) (""SCHWARZE POTH 13"")",Concentration Camp,N/A,Germany,52.7000,9.6500,Exact
1,Esterwegen II (Papenburg II),Early Concentration Camp,N/A,Germany,52.9833,7.6167,Exact
1,Eutin,Early Concentration Camp,N/A,Germany,54.1333,10.6167,Exact
1,Falkenau,Concentration Camp,Subcamp,Czechia,50.1833,12.6333,Exact
1,Falkensee,Concentration Camp,Subcamp,Germany,52.5667,13.0833,Exact
1,Fallersleben,Concentration Camp,Subcamp,Germany,52.4167,10.7167,Exact
1,Fallersleben-Laagberg,Concentration Camp,Subcamp,Germany,52.4167,10.7167,Exact
1,Feldafing,Concentration Camp,Subcamp,Germany,47.9500,11.3000,Exact
1,Feldberg,Concentration Camp,Subcamp,Germany,53.3333,13.4500,Exact
1,Feldmoching,Concentration Camp,Subcamp,Germany,48.2167,11.5333,Exact
1,"Ferch (Sachsenhausen, SS-Bbde II)",Concentration Camp,Subcamp,Germany,52.3000,12.9333,Exact
1,Finow,Concentration Camp,Subcamp,Germany,52.8333,13.7000,Exact
1,Fischbachau,Concentration Camp,Subcamp,Germany,47.7167,11.9500,Exact
1,Fischhorn,Concentration Camp,Subcamp,Austria,47.2833,12.8000,Exact
1,Flossenbürg,Concentration Camp,Main Camp,Germany,49.7357,12.3569,Exact
1,Flöha,Concentration Camp,Subcamp,Germany,50.8667,13.0667,Exact
1,Flössberg,Concentration Camp,Subcamp,Germany,51.1167,12.5833,Exact
1,Frankenthal - Mörsch (OT-Polizeihaftlager),Concentration Camp,Subcamp,Germany,49.5333,8.3500,Exact
1,Frankfurt am Main (Katzbach),Concentration Camp,Subcamp,Germany,50.1167,8.6833,Exact
1,Freiberg,Concentration Camp,Subcamp,Germany,50.9167,13.3667,Exact
1,Freiburg in Schlesien,Concentration Camp,Subcamp,Poland,50.8667,16.3333,Exact
1,Freudenthal,Concentration Camp,Subcamp,Czechia,49.9833,17.4667,Exact
1,Friedland,Concentration Camp,Subcamp,Czechia,49.9167,17.3667,Exact
1,Friedrichshafen,Concentration Camp,Subcamp,Germany,47.6500,9.4833,Exact
1,Frommern,Concentration Camp,Subcamp,Germany,48.2500,8.8667,Exact
1,Fuhlsbüttel [Hamburg-Fuhlsbüttel],Early Concentration Camp,N/A,Germany,53.6333,10.0167,Exact
1,Fünfteichen,Concentration Camp,Subcamp,Poland,51.0500,17.3167,Exact
1,Fürstenberg (Oder),Concentration Camp,Subcamp,Germany,52.1500,14.6500,Exact
1,Fürstengrube,Concentration Camp,Subcamp,Poland,50.7333,18.9833,Exact
1,Fürstenwalde,Concentration Camp,Subcamp,Germany,52.3667,14.0667,Exact
1,Gabersdorf,Concentration Camp,Subcamp,Czechia,50.6000,15.9333,Exact
1,Gablingen,Concentration Camp,Subcamp,Germany,48.4500,10.8167,Exact
1,Gablonz,Concentration Camp,Subcamp,Czechia,50.7167,15.1833,Exact
1,Ganacker,Concentration Camp,Subcamp,Germany,48.7167,12.6833,Exact
1,Gandersheim (Bad Gandersheim),Concentration Camp,Subcamp,Germany,51.8833,10.0333,Exact
1,Garmisch - Partenkirchen,Concentration Camp,Subcamp,Austria,47.5000,11.1000,Exact
1,Gassen,Concentration Camp,Subcamp,Poland,51.7500,15.0167,Exact
1,Gebhardsdorf (Friedeberg),Concentration Camp,Subcamp,Poland,50.9667,15.3333,Exact
1,Geisenheim,Concentration Camp,Subcamp,Germany,49.9833,7.9667,Exact
1,Geislingen an der Steige,Concentration Camp,Subcamp,Germany,48.6167,9.8500,Exact
1,Gelnhausen (Rothenbergen bei Gelnhausen),Concentration Camp,Subcamp,Germany,50.2000,9.1833,Exact
1,Gelsenkirchen - Horst,Concentration Camp,Subcamp,Germany,51.5000,7.0833,Exact
1,Gendorf (Emmerting),Concentration Camp,Subcamp,Germany,48.1833,12.7333,Exact
1,Genshagen,Concentration Camp,Subcamp,Germany,52.3167,13.3167,Exact
1,Genthin,Concentration Camp,Subcamp,Germany,52.4000,12.1667,Exact
1,Geppersdorf,Concentration Camp,Subcamp,Poland,51.0000,15.5167,Exact
1,Gerdauen,Concentration Camp,Subcamp,Russia,54.3609,21.3115,Exact
1,Germering (Neuaubing),Concentration Camp,Subcamp,Germany,48.1333,11.3667,Exact
1,Giessen,Concentration Camp,Subcamp,Germany,50.5833,8.7000,Exact
1,Gilze-Rijen (Breda),Concentration Camp,Subcamp,Netherlands,51.5333,4.9500,Exact
1,Gleiwitz I,Concentration Camp,Subcamp,Poland,50.2833,18.6667,Exact
1,Glöwen,Concentration Camp,Subcamp,Germany,52.9167,12.0833,Exact
1,Glückstadt,Early Concentration Camp,N/A,Germany,53.7833,9.4167,Exact
1,Goldfields (Goldfeld),Concentration Camp,Subcamp,Estonia,59.3500,27.2125,Exact
1,Golleschau,Concentration Camp,Subcamp,Poland,49.7333,18.7500,Exact
1,Gollnow,Early Concentration Camp,N/A,Poland,53.5667,14.8167,Exact
1,Goslar,Concentration Camp,Subcamp,Germany,51.9000,10.4333,Exact
1,Gotenhafen,Concentration Camp,Subcamp,Poland,54.5000,18.5500,Exact
1,Gotteszell,Early Concentration Camp,N/A,Germany,48.9667,12.9667,Exact
1,Grafenort,Concentration Camp,Subcamp,Czechia,50.3500,15.6333,Exact
1,Grafenreuth,Concentration Camp,Subcamp,Germany,49.7000,12.3027,Exact
1,Graslitz,Concentration Camp,Subcamp,Czechia,50.3333,12.5167,Exact
1,Grein,Concentration Camp,Subcamp,Austria,48.2167,14.8500,Exact
1,Grenzdorf,Concentration Camp,Subcamp,Poland,54.1667,18.4500,Exact
1,Grosswerther,Concentration Camp,N/A,Germany,51.4667,10.7500,Exact
1,Gross Lesewitz,Concentration Camp,Subcamp,Poland,54.0833,19.0667,Exact
1,Grossraming (Aschau),Concentration Camp,Subcamp,Austria,47.8833,14.5500,Exact
1,Gross-Koschen,Concentration Camp,Subcamp,Germany,51.5000,14.0500,Exact
1,Gross-Rosen Main Camp,Concentration Camp,Main Camp,Poland,50.9982,16.2777,Exact
1,Grulich,Concentration Camp,Subcamp,Czechia,50.2667,15.5333,Exact
1,Gräben,Concentration Camp,Subcamp,Germany,52.2333,12.4333,Exact
1,Gräfenhainichen,Early Concentration Camp,N/A,Germany,51.7167,12.4333,Exact
1,Gräflich-Röhrsdorf,Concentration Camp,Subcamp,Poland,50.9667,15.3833,Exact
1,Gröditz,Concentration Camp,Subcamp,Germany,51.2167,14.6167,Exact
1,Grünberg I,Concentration Camp,Subcamp,Poland,51.9333,15.5000,Exact
1,Grüneberg,Concentration Camp,Subcamp,Germany,52.8667,13.2333,Exact
1,Grünheide,Concentration Camp,Subcamp,Germany,52.4167,13.8167,Exact
1,Guben,Concentration Camp,Subcamp,Germany,51.2833,14.7167,Exact
1,Gumpertshof,Early Concentration Camp,N/A,Germany,52.4333,13.5833,Exact
1,Gundelsdorf (with Knellendof),Concentration Camp,Subcamp,Germany,50.2833,11.3000,Exact
1,"Gunskirchen-Wels (Waldwerke, Wels, Notbehelfsheimbau, SS-Arbeitslager Gunskirchen)",Concentration Camp,Subcamp,Austria,48.1167,13.8833,Exact
1,Gusen (with Gusen II and Gusen III),Concentration Camp,Subcamp,Austria,48.2508,14.4642,Exact
1,"Guttenbach (Binau, Neuenkirchen, Fahrbereitschaft)",Concentration Camp,Subcamp,Germany,49.3896,9.0749,Exact
1,Göttingen,Concentration Camp,Subcamp,Germany,51.5333,9.9333,Exact
1,Günthergrube,Concentration Camp,Subcamp,Poland,50.2333,19.1500,Exact
1,"Günzerode (Buchenwald, Sachsenhausen, Mittelbau, SS-BB IV)",Concentration Camp,Subcamp,Germany,51.5167,10.6667,Exact
1,Haaren,Concentration Camp,Subcamp,Netherlands,51.6000,5.2333,Exact
1,Hadmersleben (HS),Concentration Camp,Subcamp,Germany,51.9833,11.3000,Exact
1,Hagenow,Concentration Camp,Subcamp,Germany,53.4167,11.1833,Exact
1,Hainewalde,Early Concentration Camp,N/A,Czechia,50.9167,14.7000,Exact
1,Hainichen,Early Concentration Camp,N/A,Germany,50.9667,13.1167,Exact
1,Halbau,Concentration Camp,Subcamp,Poland,51.5000,15.2000,Exact
1,Halbstadt,Concentration Camp,Subcamp,Poland,50.6167,16.2500,Exact
1,Halfing (Brüningsau),Concentration Camp,Subcamp,Germany,47.9500,12.2833,Exact
1,Halle (Birkhahn-Mötzlich),Concentration Camp,Subcamp,Germany,51.5000,12.0000,Exact
1,Halle (Merseburger und Paracelciusstraße),Early Concentration Camp,N/A,Germany,51.5000,12.0000,Exact
1,Hallein,Concentration Camp,Subcamp,Austria,47.6833,13.1000,Exact
1,"Hamburg (Neuengamme, SS-Bbde II)",Concentration Camp,Subcamp,Germany,53.5500,10.0000,Exact
1,Hamburg (Stadthaus und Untersuchungsgefängnis),Early Concentration Camp,N/A,Germany,53.5500,10.0000,Exact
1,Hamburg - Eidelstedt,Concentration Camp,Subcamp,Germany,53.5500,10.0000,Exact
1,"Hambühren (Hambühren-Ovelgönne, Waldeslust)",Concentration Camp,Subcamp,Germany,52.6333,9.9833,Exact
1,Hammerstein,Early Concentration Camp,N/A,Poland,53.6833,16.9333,Exact
1,Hanau,Concentration Camp,Subcamp,Germany,50.1333,8.9167,Exact
1,Hannover - Ahlem,Concentration Camp,Subcamp,Germany,52.3667,9.7167,Exact
1,Happurg,Concentration Camp,Subcamp,Germany,49.5000,11.4667,Exact
1,Hardehausen,Concentration Camp,Subcamp,Germany,51.5500,9.0000,Exact
1,Harmense,Concentration Camp,Subcamp,Poland,50.0167,19.1500,Exact
1,Hartmannsdorf,Concentration Camp,Subcamp,Poland,51.0167,15.2500,Exact
1,"Harzungen (Hans, Mittelbau III)",Concentration Camp,Subcamp,Germany,51.5500,10.8000,Exact
1,"Haslach (Barbe, Vulkan, Kinzigdamm)",Concentration Camp,Subcamp,Germany,48.2833,8.0833,Exact
1,Hassenberg,Early Concentration Camp,N/A,Germany,50.2500,11.2000,Exact
1,Haunstetten,Concentration Camp,Subcamp,Germany,48.3167,10.9167,Exact
1,Hausham,Concentration Camp,Subcamp,Germany,47.7500,11.8500,Exact
1,Havelberg,Early Concentration Camp,N/A,Germany,52.8167,12.0833,Exact
1,Hayingen (Ebingen),Concentration Camp,Subcamp,Germany,48.2667,9.4833,Exact
1,Heidenheim,Concentration Camp,Subcamp,Germany,48.6833,10.1500,Exact
1,Heiligenbeil,Concentration Camp,Subcamp,Russia,54.4650,19.9415,Exact
1,Heinersdorf,Early Concentration Camp,N/A,Poland,51.4500,16.5000,Exact
1,Helmbrechts,Concentration Camp,Subcamp,Germany,50.2333,11.7000,Exact
1,Hennigsdorf,Concentration Camp,Subcamp,Germany,52.6333,13.2000,Exact
1,Heppenheim,Concentration Camp,Subcamp,Germany,49.6407,8.6372,Exact
1,Hermeskeil,Concentration Camp,Subcamp,Germany,49.6500,6.9500,Exact
1,Hersbruck,Concentration Camp,Subcamp,Germany,49.5167,11.4333,Exact
1,Hertine,Concentration Camp,Subcamp,Czechia,50.6000,13.9000,Exact
