,Name
12806,Rothstein family
12807,"Rotkiewicz, Józef"
12808,"Rotman, Alter"
12809,"Rotmencz, Majer"
12810,"Rotmensz, Ignacy"
12811,Rotstein
12812,"Rotter, Józef"
12813,"Rottner, L."
12814,"Roubakine, Alexandre"
12815,Rouep
12816,"Rougeron, Georges"
12817,"Rouppert, Ernst-Günther von"
12818,"Rousseau, André"
12819,"Rousseau, René"
12820,"Rousseau, Robert"
12821,"Roussillon, Jean"
12822,"Rowden, Diana"
12823,Royer (captain)
12824,"Royer, Louis"
12825,Roytinstein family
12826,"Roytinstein, Borukh"
12827,"Roz, Haya"
12828,"Rozanova, Tamara Arkadevna"
12829,"Rozansky, Zenon"
12830,Rozen
12831,"Rozen, Abram"
12832,"Rozen, Hadassah"
12833,Rozenbaum
12834,"Rozenbaum, Aleksander"
12835,"Rozenbaum, P."
12836,Rozenberg
12837,"Rozenberg, Abram"
12838,"Rozenberg, Alter"
12839,"Rozenberg, Chaim"
12840,"Rozenberg, Chil"
12841,"Rozenberg, David"
12842,"Rozenberg, Dawid"
12843,"Rozenberg, Isaak"
12844,"Rozenberg, Josek"
12845,"Rozenberg, Lajb"
12846,"Rozenberg, Leon"
12847,"Rozenberg, Pinkus"
12848,"Rozenberg, Reuwen"
12849,"Rozenberg, Szymon"
12850,"Rozenblat, Izrael"
12851,"Rozenblatt, Dawid"
12852,"Rozenblitt, Bencjon"
12853,"Rozencwaig, Jechezkel. See: Rozencwajg, Jechezkel"
12854,"Rozencwajg, B."
12855,"Rozencwajg, Chaim"
12856,"Rozencwajg, Chaim Szmul"
12857,"Rozencwajg, Eliasz"
12858,"Rozencwajg, Helena"
12859,"Rozencwajg, Izrael"
12860,"Rozencwajg, Jechezkel"
12861,"Rozencwajg, Szachna"
12862,"Rozencwajg, Szmulek"
12863,"Rozencwajg, Yehoszua/Szyja"
12864,"Rozenel, Nuchim"
12865,Rozengaft family
12866,"Rozengaft, Grigory"
12867,"Rozengarten, Izaak"
12868,Rozenkranc
12869,"Rozenmann, Zelman"
12870,"Rozenmann, Zemdlona"
12871,"Rozenperł, Naftalia"
12872,Rozenshteyn
12873,"Rozenswaig, Josel"
12874,"Rozenszajn, A."
12875,Rozensztejn family
12876,"Rozental, Szlama-Majer"
12877,"Rozhanski, Yisrael"
12878,"Rozhanskii, Khaim"
12879,"Rozhanskii, Shleizer"
12880,"Rozmaisel, Max"
12881,"Rozman, Jakow"
12882,"Rozorea, Elizeu"
12883,"Rozovski, N. B."
12884,"Rozoy, Tsodik"
12885,Roztropowicz family
12886,"Roşca, Augustin"
12887,"Roşianu, Lazar"
12888,"Rubal, Leea"
12889,"Rubehn, Justus"
12890,"Ruben, Martin"
12891,"Rubin, A."
12892,"Rubin, Awrom Lejzer"
12893,"Rubin, Bar-Mikhel"
12894,"Rubin, Bronisław"
12895,"Rubin, David"
12896,"Rubin, Iulia"
12897,"Rubin, J."
12898,"Rubin, Jack"
12899,"Rubin, Malka"
12900,"Rubin, Samoil"
12901,"Rubinczyk, Aaron"
12902,"Rubinfeld, Febus"
12903,"Rubinfeld, Izrael"
12904,"Rubinić, Stjepan"
12905,"Rubinlicht, Lazar"
12906,Rubinovich
12907,Rubinshtein
12908,"Rubinshtein, Joseph"
12909,Rubinshteyn
12910,"Rubinson, Fishel/Fiszel"
12911,Rubinstein
12912,"Rubinstein, Fayvel"
12913,"Rubinstein, I."
12914,"Rubinstein, Irene"
12915,"Rubinstein, Isaiah"
12916,"Rubinstein, Lejb"
12917,"Rubinstein, Moshe"
12918,"Rubinstein, Szlomo"
12919,"Rubinstein, Yirmeyahu"
12920,"Rubinsztajn, Bronka"
12921,"Rubinsztajn, Ch."
12922,Rubinsztejn
12923,"Rubinsztejn, I."
12924,"Rubinsztejn, Sonie"
12925,"Rubinştein, Pinkas"
12926,"Ruck, Emil"
12927,"Rucker, Hans"
12928,"Rud, Icek"
12929,"Ruda, Alice"
12930,Ruddeck
12931,Rudenia
12932,"Rudenko, Josef"
12933,"Ruder, Josef"
12934,Rudiger
12935,Rudinski
12936,"Rudinskii, Adam"
12937,Rudloff (Major)
12938,"Rudman, Moshe"
12939,"Rudnicka, Basia"
12940,Rudnicki
12941,"Rudnicki, Dwora"
12942,"Rudnicki, Józef"
12943,"Rudnicki, Stanisław"
12944,"Rudnicki, Tadeusz"
12945,"Rudnik, David"
12946,"Rudnik, Hinda"
12947,"Rudnik, Selig"
12948,"Rudnitskaia-Shapiro, Basia"
12949,Rudolf
12950,Rudolph
12951,"Rudolph, Arthur"
12952,"Rudolph, Wilhelm"
12953,"Rudorff, Reinhard-Günther"
12954,"Rudow, Boris"
12955,Rudy See: Rudnicki
12956,"Rudy, Jan"
12957,"Rudź, Anna Wojtkiewicz"
12958,"Rueck, Regina"
12959,"Rufeisen, Oswald"
12960,"Ruge, Morton"
12961,"Ruge, Otto"
12962,"Ruggieri, Mario"
12963,"Ruhland, Arthur"
12964,"Rullan, B."
12965,"Rumakov, Semen"
12966,"Rumkowski, Chaim Mordechai"
12967,"Rumkowski, Mordechai Chaim"
12968,"Rumpel, Theodor"
12969,Runcāns
12970,"Runde, Ernst"
12971,"Rundstedt, Karl Rudolf Gerd von"
12972,"Rung, Wincenty"
12973,"Runge, Elfriede"
12974,"Ruoff, Kaspar"
12975,"Rup, Ludwik"
12976,Rupe
12977,Rupp
12978,"Rupper, Elisabeth"
12979,"Ruppert, Friedrich Wilhelm"
12980,"Rupprecht, Antal"
12981,"Rupprecht, Hermann"
12982,"Rura, Jan"
12983,Rusakovich
12984,"Rusca, Ion"
12985,"Rusetskii, Grigorii"
12986,"Rusinek, Estera"
12987,"Rusinek, Helena"
12988,"Rusnac, Lida"
12989,"Rusu, Dimitrie (Dumitru)"
12990,"Rusu, Mihail"
12991,"Rusu, Vladimir"
12992,"Ruszkowska, Marianna"
12993,"Ruta-Koperkiewicz, Janina"
12994,"Rutat, Will"
12995,Ruter
12996,"Rutkowski, Henryk"
12997,"Rutkowski, Mordka"
12998,"Rutman, Kima"
12999,Rutnikovich
13000,"Rutterschmidt, Andreas"
13001,"Ruttkay, Endre"
13002,"Ruva, Shai"
13003,"Ruxandra, Constantin"
13004,"Ruzal, Szaja"
13005,"Ruzel, Aron"
13006,"Ruzel, Szloma"
13007,"Ruzga, Franciszka (aka Frania Pietrykowska)"
13008,"Ryan, Clifford C."
13009,"Ryan, Donna"
13010,"Ryan, John J."
13011,"Ryan, Russell"
13012,"Rybachuk, F. Ye."
13013,Rybak
13014,"Rybak, Estera"
13015,"Rybak, Władysław"
13016,"Rybkowski, Mendel"
13017,"Rycer, Berek"
13018,"Rychlicki, Kalikst"
13019,"Rychtenberg, Chaim"
13020,"Rychtenberg, Moszek"
13021,Rycz
13022,"Rydlewicz, Gedali"
13023,"Rydlewicz, Perec"
13024,"Rydzewski, Antoni"
13025,"Rykner, Efroim"
13026,"Rysinska, Józefa"
13027,"Ryskin, Leib"
13028,Ryt
13029,"Ryvkin, Mikhail"
13030,"Ryzyk, A."
13031,"Ryłło, Helena"
13032,"Ryś, Zofia"
13033,"Rzepkowicz, Mania"
13034,"Rzeźnicki, Marian"
13035,"Rzhetskii, Evgenii"
13036,Rzotkiewicz family
13037,"Rzotkiewicz, Efraim"
13038,"Rzotkiewicz, Rachela"
13039,"Rzymowski, Zenon"
13040,"Rzyszkiewicz, Antoni"
13041,"Rácz, Zoltán"
13042,"Róssler, Bernad"
13043,"Róziewicz, Henryk"
13044,"Róża, Berek"
13045,"Róża, Fala"
13046,"Różany, E."
13047,"Różycki, Aleksander"
13048,Röbricht
13049,"Rödl, Arthur"
13050,"Röger, Maren"
13051,"Röhm, Ernst"
13052,"Römer, Ida"
13053,"Römer, Josef"
13054,"Römer, Leo"
13055,Römpler
13056,Rörich (Hauptmann)
13057,"Rösch, Helene"
13058,"Rösel, Franz"
13059,Rösener
13060,"Röskau, August"
13061,"Rösler, Otto"
13062,"Rössler, Deborah"
13063,"Rössler, Eisig"
13064,"Röstel, Ernst"
13065,"Röthke, Heinz"
13066,Rückert
13067,"Rückl, Josef"
13068,"Rückner, Bernhard"
13069,"Rüdiger, von (Major)"
13070,"Rüdiger, Willi"
13071,Rüger
13072,"Rühle, Willi"
13073,Rühling
13074,"Rühmer, Karl"
13075,Rüsch
13076,"Rüster, Karl-Heinz"
13077,"Rüstl, Karl"
13078,"Rădulescu, Dumitru"
13079,"Rădulescu, Mihai"
13080,"Rączka, Jan"
13081,"Saadoun, Elie"
13082,"Saathoff, Menne"
13083,"Sabaliauskas, A"
13084,"Sabicz, Walerian"
13085,"Sabille, Jacques"
13086,Sablonski
13087,"Sabol, Jan"
13088,"Sachartschuk, Charilon"
13089,Sacher
13090,"Sachkovski, D."
13091,Sachs (Major)
13092,"Sachs, Max"
13093,Sachse
13094,"Sachse, Helmuth"
13095,"Sachse, Karl"
13096,"Sachter, Filip"
13097,"Sachweh, Herbert"
13098,Sacks
13099,"Sacks, Hans-Wilhelm"
13100,"Saddock, Mohammed"
13101,"Sadecki, Dawid"
13102,Sadowski
13103,Sadowski family
13104,"Sadowski, Jan"
13105,Saeger
13106,Saeger (Hauptmann)
13107,"Saenger, Otto"
13108,"Saevecke, Theodor"
13109,"Safir, Mihail"
13110,Safran
13111,"Safran, H."
13112,"Safrany, Jozef"
13113,"Saftenco, Traian"
13114,"Sager, Feiga"
13115,"Sagnières, Eustache"
13116,"Saher, von (Oberleutnant)"
13117,Sahler (Oberleutnant)
13118,"Sailer, Albert"
13119,"Sajer, Eduard"
13120,"Sakalauskas, Vytautas"
13121,"Sakowicz, Kazimierz"
13122,"Sakowski, Julius"
13123,"Salah, Abdallah ben"
13124,"Salamon, Helen"
13125,"Salamon, Reichard"
13126,Salan
13127,Salansky
13128,"Salbe, Abram"
13129,Salcberg
13130,"Salczer, David"
13131,"Salewski, Horst"
13132,Salgaller
13133,"Salinger, Mania"
13134,"Salinger, Siegmund"
13135,Salis
13136,"Salis, Karl"
13137,"Salitter, Paul"
13138,"Salivadnij, Nikolai"
13139,"Saliège, Jules-Géraud"
13140,Salka
13141,Salkowski (Major)
13142,"Sallès, Bartho"
13143,"Salmanzig, Theodor"
13144,"Saloid, Michailo"
13145,"Salomon, Bronisław"
13146,"Salomon, Leon"
13147,"Salon, Nicole Weil"
13148,"Salsitz, Naftali/Norman"
13149,"Saltiel, Sabi"
13150,Saltner
13151,"Salton, George"
13152,"Salton, George Lucius"
13153,"Saltzman, Zuker"
13154,"Salus, Grete"
13155,"Salvatore, Paolo"
13156,"Salvini, Hermine"
13157,"Salyklis, Bronnius"
13158,"Salzer, Israël"
13159,Salzmann
13160,Samaitis
13161,"Samardin, Iosel’"
13162,Samburskii
13163,Samchen
13164,"Samler, Ludvig"
13165,"Sammern-Frankenegg, Ferdinand von"
13166,"Samokhowecz, Jakov"
13167,"Samorey, Paul"
13168,"Samosiuk, Filipp"
13169,"Samsonov, Vasily"
13170,"Samsonowicz, Abram"
13171,"Samuilov, Leon Iosif"
13172,"Samulski, Severin"
13173,Samuševs
13174,"Sanchez, Jean"
13175,"Sandal, Mariam"
13176,Sandalovskii family
13177,"Sandauer, Artur"
13178,"Sandauer, Irina"
13179,"Sandberger, Martin"
13180,"Sandelman, Ruvin"
13181,"Sander, Ernst"
13182,"Sander, Oskar"
13183,"Sanders, Olin R."
13184,"Sandler, I."
13185,"Sandner, Hans"
13186,"Sandomierski, Stanisław. See: Bałc, Stanisław"
13187,Sannwald
13188,Santin (bishop)
13189,"Santini, Ernesto"
13190,Santoni family
13191,Santucci
13192,"Sanzo, Carmine"
13193,"Sapersztejn, Moshe Michel"
13194,"Sapir, Rachel"
13195,"Sapir, Ze’ev"
13196,"Sapomenko, Alexander (Senja)"
13197,"Saposhnik, Fivele"
13198,Sarah (saint)
13199,Sarakhan
13200,"Sarcueil, Jean"
13201,"Sardan, Pierre-Olivier de"
13202,"Sarg, Willi"
13203,"Sargala, Visco"
13204,"Sarna, Boruch"
13205,"Sarnawski, Simeon"
13206,"Sartisson, Johann"
13207,"Sartre, Jean-Paul"
13208,"Sashalmi, Imre"
13209,"Sasko, Karl"
13210,"Sass, Ilse"
13211,"Sasse, Arthur"
13212,"Satloff, Robert"
13213,"Sator, Emil"
13214,"Sattelmayer, Richard"
13215,"Sattler, Bruno"
13216,Saube
13217,"Sauckel, Fritz"
13218,Sauer
13219,"Sauer, Albert"
13220,"Sauer, Bruno"
13221,"Sauer, Georg Paul"
13222,"Sauer, Karl"
13223,"Sauer, Werner"
13224,"Sauer, Wilhelm"
13225,"Sauerwein, Jules Auguste"
13226,Saule
13227,"Saur, Helmut"
13228,"Saur, Karl Otto"
13229,Sauter
13230,"Sauter, August"
13231,"Sauter, Emil"
13232,"Sauvageon, Jean"
13233,"Savel’ev, Trofim"
13234,"Savin, Maks"
13235,"Savinskaia, Maria"
13236,Savitskii
13237,"Savitskii, Iosif/Yosif"
13238,"Savorgnan, Enzo"
13239,"Sawicki, Antoni"
13240,"Sawicki, Kazimierz"
13241,"Sawoniuk, Andrei"
13242,"Scalarini, Giuseppe"
13243,"Scamboli, E."
13244,"Scapini, Georges"
13245,"Scapini, René"
13246,"Scassellati Sforzolini, Francesco"
13247,"Schaaf, Georg"
13248,"Schaak, Otto"
13249,"Schaal, Wilhelm"
13250,"Schaap, Max Franz"
13251,Schaar
13252,Schab
13253,"Schabe, Paul"
13254,"Schabrod, Karl"
13255,"Schacht, Hjalmar"
13256,Schack
13257,"Schade, Artur"
13258,"Schading, Hans"
13259,Schadow
13260,Schaefer (Lieutenant Colonel)
13261,Schaeys
13262,"Schaffer, Paul"
13263,"Schaffitz, Ernst"
13264,"Schafranov, Sofia"
13265,"Schajer-Ehrlichowa, Helena"
13266,"Schall, Abraham"
13267,"Schall, Hans"
13268,"Schall, Maximillian"
13269,"Schallenberger, Alois"
13270,Schaller
13271,"Schallermair, Georg"
13272,"Schallock, Walter"
13273,"Schang, Paul"
13274,"Schanzer, Bernard"
13275,"Schaper, Hermann"
13276,"Schapira, Chaim"
13277,"Schapiro, Waldemar (born Chaim Wulf)"
13278,"Scharbert, Anni"
13279,"Schardt, Anton"
13280,"Schardt, Ernest"
13281,"Scharf, Erich"
13282,"Scharf, Israel"
13283,Scharf. See: Schorf
13284,"Scharfer, Reuven"
13285,"Scharfetter, Erich"
13286,Scharmacher (doctor)
13287,"Scharsich, Herbert"
13288,Scharway
13289,Schattenheim
13290,"Schattkus, Heinrich"
13291,"Schattner, Johann"
13292,"Schauberger, Viktor"
13293,"Schaubmair, Johann"
13294,"Schauf, Edmund"
13295,"Schaul, Dora"
13296,"Schautz, Josef"
13297,"Schchori, Schoschanna"
13298,"Schebeck, Willibald"
13299,"Schechter, Felix"
13300,"Schechter, Joseph H."
13301,"Schechter, Sholem"
13302,"Scheck, Jakob"
13303,Scheel
13304,"Scheele, Hans-Karl von"
13305,"Scheer, Diethelm"
13306,"Scheer, Karl"
13307,"Scheerer, Alfons"
13308,"Schefe, Robert"
13309,Scheffe
13310,Scheffer
13311,"Scheffer, Laszlo"
13312,Scheffler (officer)
13313,"Schehr, John"
13314,"Scheibe, Avraham"
13315,"Scheiblhuber, Johann"
13316,"Scheid, Pierre"
13317,"Scheidges, Ernst"
13318,Schein
13319,"Schein, Eliezer"
13320,"Schein, Stephan"
13321,"Scheinbach, Dawid"
13322,"Scheinkind, Jacob. See: Szejnkind, Jankiel"
13323,"Scheithauer, Ernst"
13324,"Schellenberg, Martin"
13325,Scheller
13326,"Scheller, Ernst"
13327,"Scheller, Reinhold"
13328,Schellhorn (Hauptmann d.R.)
13329,"Schelvis, Jules"
13330,"Schemel, Erich"
13331,"Schemmel, Herbert"
13332,"Schemmel, Nikolaus von"
13333,"Schenck, Ernst Günther"
13334,"Schenckendorff, Max von"
13335,"Schencker, Hermann"
13336,Schenk
13337,"Schenk, Otto"
13338,"Schenk, Willy"
13339,"Schenkel, Wolf"
13340,"Schenkendorff, Max von"
13341,"Schenker, Jakób"
13342,Schepel
13343,Scherer
13344,"Scherer, Mechel"
13345,Scherley
13346,"Scherman, David E."
13347,"Scherner, Julian"
13348,"Scherpe, Herbert"
13349,"Scherping, Ulrich"
13350,"Scherrer, B."
13351,"Scherwitz, Eleke"
13352,"Scherwitz, Fritz"
13353,"Schesyk, Boleslaw"
13354,"Schettler, Anton"
13355,"Scheu, Theodor Werner"
13356,"Scheuerman, Kurt"
13357,Scheunemann
13358,"Scheuregger, Stephan"
13359,"Schevenerdel, Emil"
13360,"Schiberna, Ferenc"
13361,"Schich, Ida Sara"
13362,"Schicha, Heinrich"
13363,"Schickler, Oscar"
13364,"Schieber, Walther"
13365,"Schiedlausky, Gerhard"
13366,"Schiefele, Konrad"
13367,"Schiefele, Xaver"
13368,"Schiefer, Gustav"
13369,Schiemann
13370,"Schierbrandt, von (Oberst)"
13371,"Schierer, Leo"
13372,Schiering
13373,"Schifer, Heinrich"
13374,"Schiff, Charlene. See: Perlmutter, Shulamit"
13375,Schiffer
13376,"Schiffer, Alessandro"
13377,"Schiffer, B."
13378,"Schiffer, Chaim"
13379,"Schift, Julius"
13380,"Schija, Schmuel"
13381,"Schild, Louis"
13382,Schildt
13383,"Schildt, Rolf"
13384,"Schilken, Wilhelm"
13385,"Schiller, Fred"
13386,"Schiller, Johann"
13387,"Schiller, Josef"
13388,Schilling
13389,"Schilling, Carl"
13390,"Schilling, Claus"
13391,"Schilling, János"
13392,"Schilling, Peter"
13393,"Schillinger, Josef"
13394,Schilp (Hauptmann)
13395,"Schimalla, Franz"
13396,Schimel
13397,Schiml. See: Schimel
13398,"Schimmelpfennig, Hartmuth"
13399,"Schimmer, Wilhelm"
13400,"Schimschon, Reb"
13401,"Schinagiel, Zygmunt"
13402,Schindler
13403,"Schindler, Bruno"
13404,"Schindler, Ernst"
13405,"Schindler, Heinrich"
13406,"Schindler, József"
13407,"Schindler, Max"
13408,"Schindler, Oskar"
13409,"Schindler, Paul"
13410,"Schiper, Ignaz/Icchak"
13411,Schippel
13412,"Schipper, Eugeniusz"
13413,"Schippers, Franz"
13414,"Schirach, Baldur von"
13415,"Schiradsky, J. See: Sieradzki, J."
13416,"Schirmbach, Karl"
13417,"Schirmbacher, Karl"
13418,"Schirmre, Waltrand"
13419,"Schirp, Wilhelm"
13420,Schit
13421,"Schitli, Wilhelm"
13422,"Schizel, Mosche"
13423,"Schlachter, August"
13424,"Schlachter, Meir"
13425,Schlaf
13426,"Schlanger, Józef"
13427,"Schlapoberskii, Zadok"
13428,Schlappinger
13429,Schlauch
13430,Schlechter
13431,"Schleef, Hermann"
13432,Schlegel
13433,"Schleicher, Josef"
13434,"Schleicher, Kurt von"
13435,"Schleifenbaum, Hermann"
13436,"Schlenker, Otto"
13437,"Schlepmann, Vinzenz"
13438,"Schlepp, Hermann"
13439,"Schlesinger, Isu"
13440,Schlesser (Feldwebel)
13441,"Schlissman, M."
13442,"Schlote, Karl"
13443,"Schlotterbeck, Gertrud"
13444,"Schlösser, Ernst"
13445,Schlüter
13446,"Schmaedig, Ernst"
13447,"Schmalbruch, Karl"
13448,Schmale
13449,"Schmale, Heinrich"
13450,"Schmalfuss, Johannes"
13451,Schmalz
13452,"Schmatz, Josef"
13453,"Schmatzler, Gustav"
13454,"Schmaus, Anton"
13455,"Schmaus, Johann"
13456,Schmeiser
13457,"Schmeisser, Elfriede"
13458,"Schmeling, Max"
13459,"Schmellentin, Karl"
13460,"Schmelt, Albrecht"
13461,"Schmelzer, Paul"
13462,Schmerbeck
13463,"Schmerer, Max"
13464,Schmerse
13465,Schmid
13466,"Schmid, Carl"
13467,"Schmidberger, Friedrich"
13468,Schmidhammer (Major)
13469,Schmidt
13470,Schmidt (Fregattenkapitän)
13471,Schmidt (Generalleutnant)
13472,Schmidt (Hauptmann)
13473,Schmidt (Oberst)
13474,Schmidt (Oberstleutnant)
13475,Schmidt (obersturmführer)
13476,"Schmidt, Abraham"
13477,"Schmidt, Adolf"
13478,"Schmidt, Anny-Lotte"
13479,"Schmidt, Bernhard"
13480,"Schmidt, Emil"
13481,"Schmidt, Erich"
13482,"Schmidt, Franz"
13483,"Schmidt, Friedrich"
13484,"Schmidt, Gustav"
13485,"Schmidt, Hans"
13486,"Schmidt, Hans Georg"
13487,"Schmidt, Heinrich"
13488,"Schmidt, Helene"
13489,"Schmidt, Imre"
13490,"Schmidt, Jean"
13491,"Schmidt, Johann"
13492,"Schmidt, Johann Robert"
13493,"Schmidt, Josef"
13494,"Schmidt, Karl"
13495,"Schmidt, Martin"
13496,"Schmidt, Max"
13497,"Schmidt, Monika"
13498,"Schmidt, Richard"
13499,"Schmidt, Sebastian"
13500,"Schmidt, Shmiryahu"
13501,"Schmidt, Siegfried"
13502,"Schmidt, Waldemar"
13503,"Schmidt, Wilhelm"
13504,"Schmidt, Willi"
13505,"Schmidt-Hammer, Werner"
13506,Schmidt-Ott (Oberfeldarzt)
13507,"Schmidt-Vogelsang, Ernst"
13508,Schmidtborn (Hauptmann)
13509,Schmidtchen
13510,"Schmidtke, Emil"
13511,"Schmied, Franz"
13512,"Schmied, Karl"
13513,"Schmieding, Heinrich"
13514,"Schmiedke, Johann"
13515,"Schmiege, Fritz"
13516,"Schmiele, Arthur"
13517,Schmitt
13518,"Schmittmann, Benedikt"
13519,Schmitz
13520,Schmitz (Hauptmann)
13521,"Schmitz, Friedrich"
13522,"Schmitz, James R."
13523,"Schmitz, Josef"
13524,"Schmitz, Oskar"
13525,"Schmitz, Peter Heinrich"
13526,"Schmitz, Theodor"
13527,"Schmitzer, Jakob"
13528,"Schmitzer, Johann"
13529,"Schmolka, Marie"
13530,"Schmoll, Peter"
13531,"Schmorsk, Wolf"
13532,"Schmuelewitz, Yankl"
13533,"Schmutzler, Kurt"
13534,"Schnabel, Helmut"
13535,Schnabler
13536,Schnaider
13537,"Schneck, Stefan"
13538,"Schneeman, Günther"
13539,"Schneid, Jakób"
13540,Schneider
13541,Schneider (doctor)
13542,Schneider (Hauptmann)
13543,"Schneider, Alfred"
13544,"Schneider, August"
13545,"Schneider, Ferdinand"
13546,"Schneider, Fritz"
13547,"Schneider, Georg"
13548,"Schneider, Gertrude"
13549,"Schneider, Hans"
13550,"Schneider, Heinrich"
13551,"Schneider, Josef"
13552,"Schneider, Karl"
13553,"Schneider, Martin"
13554,"Schneider, Mathias"
13555,"Schneider, Nechama"
13556,"Schneider, Paul"
13557,"Schneider, Rudolf"
13558,"Schneider, Rudolf Emanuel"
13559,"Schneider, Volker"
13560,"Schneider, Waldemar"
13561,"Schneider, Wilhelm Anton"
13562,"Schneider, William/Willi"
13563,Schneiderman
13564,"Schneiderman, Paul"
13565,"Schneiderman, Tema. See: Sznajderman, Tamara"
13566,Schneidermesser
13567,Schneidscher
13568,"Schneiwas, Mozes"
13569,"Schneor, Israel"
13570,Schnifer
13571,"Schnifer, Nehemiah"
13572,"Schnitzer, Majer"
13573,Schnitzler
13574,"Schnock, Willi"
13575,"Schnöller, Xaver"
13576,"Schobert, Erich Ritter von"
13577,Schoeb
13578,"Schoenberger, Moritz"
13579,"Schoenblum, David"
13580,Schoene
13581,"Schoeps, Baruch"
13582,"Scholdra, Heinrich"
13583,"Scholl, Albert"
13584,"Scholl, Max"
13585,"Scholl, Otto"
13586,"Scholl, Xaver"
13587,Scholz (Rittmeister)
13588,"Scholz, Erich"
13589,"Scholz, Herbert"
13590,"Scholz, Ida"
13591,"Schondorff, Erduin"
13592,"Schonwetter, Israel"
13593,Schoof (Oberleutnant)
13594,Schopen
13595,Schopp
13596,"Schor, Iacob"
13597,"Schorer, Harald"
13598,Schorn (Major)
13599,"Schorndorff, Karl"
13600,"Schorr, Albert"
13601,"Schorr, Ottmar"
13602,"Schosmann, Louis"
13603,"Schossberger, Herman"
13604,"Schott, Heinrich"
13605,"Schott, Ludwig"
13606,"Schper, Rachil"
13607,Schrader (Hauptmann)
13608,Schrag
13609,Schragner
13610,"Schralm, Sepp"
13611,Schramm
13612,"Schramm, Johann"
13613,"Schramm, Josef"
13614,Schrammel
13615,"Schrammel, Erich"
13616,Schrampf
13617,"Schrappel, Alfred"
13618,Schrecke (Stabszahlmeister)
13619,"Schrecken, Rote"
13620,"Schreckline, Iwan der"
13621,Schreiber
13622,Schreiber (Oberstarzt)
13623,"Schreiber, Conrad Adolf"
13624,"Schreiber, Ernst"
13625,"Schreiber, Kurt Erich"
13626,"Schreiber, Simon"
13627,"Schreiber, Stenek"
13628,"Schreiber, Ze’ev"
13629,"Schreibman, Velvel"
13630,"Schreibman, Ze’ev"
13631,Schreiter
13632,"Schremmer, Albert"
13633,"Schriefer, Lorenz"
13634,Schrimm
13635,"Schrittwieser, Hartmann Blasius"
13636,"Schroeder, Tibor"
13637,"Schroeter, Max"
13638,"Schroff, Walter"
13639,Schruck
13640,Schröder
13641,"Schröder, Hermann"
13642,"Schröder, Kurt Freiheit von"
13643,"Schröder, Ludwig von"
13644,"Schröter, Gisela"
13645,"Schrötter, Else"
13646,Schteinberg family
13647,Schtitz
13648,"Schuba, Franz"
13649,Schubert
13650,"Schubert, Alexander"
13651,"Schubert, Gerhard"
13652,"Schubert, Gotthard"
13653,"Schubert, Max"
13654,"Schubert, Maximiliana"
13655,"Schubert, Willi"
13656,Schubotz
13657,"Schuchardt, Kurt"
13658,"Schuchart, Siegfried"
13659,"Schuessler, Erike"
13660,Schug (Hauptmann)
13661,"Schuh, Karl"
13662,"Schuhbauer, Joseph"
13663,Schuhmacher
13664,"Schuhmacher, Albert"
13665,Schuhr
13666,Schuhr (Kapitän zur See)
13667,"Schuldes, Ernst"
13668,"Schulemann, Kurt"
13669,"Schulenburg, Winfried von der"
13670,"Schulhof, Ilana"
13671,"Schulke, Max"
13672,"Schulman, Faye"
13673,"Schulmeister, Rudolf"
13674,"Schulps, Madeleine"
13675,"Schulsinger, Max"
13676,"Schulte(r), Ernst"
13677,"Schulte, Erich"
13678,"Schulte, Fritz"
13679,Schulter
13680,"Schultes, Friedrich"
13681,Schultz
13682,"Schultz, Friedrich"
13683,"Schultz, Fritz Emil"
13684,"Schultz, Rudolf"
13685,"Schultz, Wilhelm. See: Schulz, Wilhelm"
13686,"Schultze, Johann"
13687,Schulz
13688,Schulz (Generalleutnant)
13689,Schulz (Hauptmann)
13690,Schulz (Kompanie-Feldwebel)
13691,Schulz (NCO)
13692,Schulz (Oberleutnant)
13693,"Schulz, Albert"
13694,"Schulz, Arthur"
13695,"Schulz, Bruno"
13696,"Schulz, Erhard"
13697,"Schulz, Ernst"
13698,"Schulz, Erwin"
13699,"Schulz, Friedrich"
13700,"Schulz, Gustav"
13701,"Schulz, Hans Joachim"
13702,"Schulz, Helmuth"
13703,"Schulz, Ingeburg"
13704,"Schulz, Johann/Jan"
13705,"Schulz, Karl"
13706,"Schulz, Margit"
13707,"Schulz, Maria"
13708,"Schulz, Otto"
13709,"Schulz, Paul"
13710,"Schulz, Richard"
13711,"Schulz, Theo"
13712,"Schulz, Waldemar"
13713,"Schulz, Wilhelm"
13714,"Schulz, Willi"
13715,"Schulz, Willy"
13716,"Schulz, Ľudovít"
13717,"Schulze, Fiete"
13718,"Schulze, Friedrich"
13719,"Schulze, Günther"
13720,"Schulze, Helmut"
13721,"Schulze, Willi"
13722,"Schulze-Wechsungen, Werner"
13723,Schumacher
13724,"Schumacher, Albert"
13725,"Schumacher, Kurt"
13726,"Schumacher, Martin"
13727,Schumann
13728,"Schumann, Alexis"
13729,"Schumann, Richard"
13730,"Schumann, Ruth"
13731,"Schupack, Joseph"
13732,Schupp
13733,"Schuppke, Kurt"
13734,Schuren (Major)
13735,"Schurtzmann, Luise"
13736,Schuschnigg
13737,"Schuser, Karl"
13738,Schuster
13739,"Schuster, Bernhard"
13740,"Schuster, Tzipe"
