,Name
5298,"Gurion, Yitskhok"
5299,"Gurlo, I."
5300,"Gurman, Cantor"
5301,"Gurniewicz, Józef"
5302,"Gurov, Nikolay"
5303,"Gurskas, Juozas"
5304,"Gurême, Henriette"
5305,"Gurême, Raymond"
5306,"Gusak, Melekh"
5307,"Guse, Paul"
5308,"Gushurst, Willi"
5309,"Gussman, Louis"
5310,Gustav
5311,"Gustedt, Elizabeth von"
5312,"Gustloff, Wilhelm"
5313,"Gut, Jozef"
5314,"Gutarov, Iakov"
5315,Guter (doctor)
5316,"Guterman, Berl"
5317,"Guterman, David"
5318,"Guterman, H."
5319,"Guterman, Rose. See: Zar, Rose Guterman"
5320,"Guterman, Simcha"
5321,"Gutermuth, Wilhelm"
5322,"Gutfreund, Anatol"
5323,"Guthschow, Hermann"
5324,"Guthschow, Paul"
5325,"Gutin, Isaak"
5326,"Gutkin, Moisei"
5327,"Gutknecht, Gert"
5328,Gutman
5329,Gutman family
5330,"Gutman, Abraham"
5331,"Gutman, Ginda"
5332,"Gutman, Hersz"
5333,"Gutman, T."
5334,"Gutman, Truda"
5335,"Gutman, Wolf"
5336,"Gutmann, Albert"
5337,"Gutmann, Christoph"
5338,"Gutonski, Anna"
5339,"Gutonski, Voitek"
5340,Gutsche
5341,"Gutschmidt, Johannes"
5342,Gutsell
5343,"Gutstadt, Wiktor"
5344,"Gutter, Dawid"
5345,"Gutterman, Bella"
5346,"Guttman, Ben Zion"
5347,"Guttman, I."
5348,"Guttman, Landau"
5349,"Guttman, Manes"
5350,"Guttsmann, Walter"
5351,"Gutwajder, Shmuel"
5352,"Gutwein, Godele"
5353,"Gutzeit, Loni"
5354,"Gutzol, Piotr"
5355,"Guy, Christian"
5356,Guyon
5357,"Guz, Avraham"
5358,"Guzanyatskiy, Yankl"
5359,"Guzey, Anna Yerofeyevna"
5360,Guzik
5361,"Guzik, Herman"
5362,"Guzik, Mojsze Alter"
5363,"Guzik, Steven"
5364,"Guzovski, Avraham"
5365,"Guček, Svetozar"
5366,Guździoł (aka Kuździoł)
5367,"Gviazda, Antshl"
5368,"Gviazda, Elke"
5369,"Gviazda, Mendele"
5370,"Gwiadziński, Stanisław"
5371,"Gwiazda, Abram"
5372,"Gwiazda, Felicia"
5373,Gylek (Kapitän zur See)
5374,"Gypen, Josef"
5375,"Gyulai, Kató"
5376,"György, Endre"
5377,"Gálffy, Imre"
5378,"Gäbler, Fritz"
5379,"Gähringer, August"
5380,Gärtner (Oberstleutnant)
5381,"Gärtner, Erich"
5382,"Gärtner, Friedrich"
5383,"Gärtner, Johann"
5384,"Géczy, András"
5385,Gény
5386,Gérard
5387,"Górecki, Wiktor"
5388,Górewicz
5389,"Górewicz, Szymon"
5390,"Górniewicz, Jósef. See Gurniewicz, Józef Gorodecka, Chana"
5391,"Górski, I."
5392,Göbecke
5393,Göbel
5394,"Göbel, Friedrich"
5395,"Göbel, Georg"
5396,"Göbel, Heinrich"
5397,Göbelmann
5398,"Göbelsmann, Mara Zanewa Beltschewa"
5399,"Göcke, Wilhelm"
5400,"Göde, Horst"
5401,"Göhler, Ferdinand"
5402,"Göllner, Erwin"
5403,Gömmer
5404,"Göppert, Konrad"
5405,"Görgens, Hermann"
5406,"Göring, Hermann"
5407,"Görke, Paul"
5408,"Görlich, Erwin"
5409,"Görlitz, Walter"
5410,Görner
5411,"Görner, Willy"
5412,"Gössl, Georg"
5413,"Göth, Amon"
5414,"Göth, Amon. See: Goeth, Amon Leopold"
5415,"Götrel, Simon"
5416,Göttinger (Feldwebel)
5417,Göttling
5418,"Göttling, Gustav"
5419,"Götz, Johannes"
5420,"Götz, Maria"
5421,Götze
5422,"Gückelhorn, Wolfgang"
5423,Gümbel
5424,"Günsberg, Salomon"
5425,Günster (Hauptmann)
5426,Günther (Unteroffizier)
5427,"Günther, Gustav"
5428,"Günther, Hugo"
5429,"Günther, Julius"
5430,"Günther, Karl"
5431,"Günther, Rolf"
5432,"Günther, Rudolf"
5433,Gürtler
5434,Gürtner (Oberstleutnant)
5435,"Gürtner, Franz"
5436,Güzschel
5437,"Găletaru, Petre"
5438,"Gębala, Józef"
5439,"Głogowski, Stanisław"
5440,"Głoszkowski, Ryszard"
5441,Głowacz
5442,"Głowinski, Florian"
5443,"Gŭlzhbov, Asparuh"
5444,"Haab, Matthias"
5445,"Haack, Erich"
5446,"Haacke, Werner von"
5447,"Haag, Alfred"
5448,Haar
5449,Haas
5450,"Haas, Adolf"
5451,"Haas, Karl"
5452,"Haas, Leo"
5453,"Haas, Michael"
5454,Haase
5455,"Haase, Alfred"
5456,"Haase, J."
5457,"Haase, Willi"
5458,"Hababout, Emile"
5459,"Habal, Erwin"
5460,"Habazin, Dragica"
5461,Habaň
5462,Haber (Rittmeister)
5463,"Haber, Rosalyn Gross"
5464,"Haberl, Xaver"
5465,"Habib, Kako"
5466,"Hachmann, Paul"
5467,Hack
5468,"Hack, Johann"
5469,"Hack, Meyer"
5470,"Hack, Willy"
5471,"Hackbarth, Gustaw"
5472,"Hacke, Richard"
5473,"Hacker, Béla"
5474,"Hackhausen, Edmund"
5475,"Hackl, Ferdinand"
5476,"Hackl, Franz"
5477,"Hackler, Ludwig"
5478,"Hackmann, Hermann"
5479,"Hadad (Haddad), Moshe"
5480,Haderer (Unterarzt Dr.)
5481,"Hadzo, Štefan"
5482,Haeger
5483,"Haensch, Walter"
5484,Haferkamp
5485,"Hafets, Asher"
5486,"Haft, Henry"
5487,Haftke
5488,Hagedorn
5489,Hagedorn (Major)
5490,"Hagen, Eugen"
5491,"Hagen, Herbert"
5492,"Hagen, Hermann"
5493,"Hagen, Johann"
5494,"Hagen, Robert"
5495,"Hagenah, Heinz"
5496,"Hagenbourger, Julien"
5497,"Hagenow, Paul"
5498,Hager
5499,"Hager, Baruch"
5500,"Hager, Barukh"
5501,"Hager, Gerhard"
5502,"Hager, Hayyim Meir"
5503,"Hager, Heinrich"
5504,Hahn
5505,Hahn (Hauptmann Dr.)
5506,Hahn (Hauptmann)
5507,"Hahn, Bruno"
5508,"Hahn, Buzie"
5509,"Hahn, Gustav"
5510,"Hahn, Hans"
5511,Hahndorff (doctor)
5512,"Hahnen, Gertrud"
5513,"Haidauţu, Teodor"
5514,"Haig, Douglas"
5515,"Haig, George"
5516,"Haik, Stanisław. See: Hajduczak, Stanisław"
5517,"Haim, Moise"
5518,"Hain, Péter"
5519,"Hajduczak, Stanisław"
5520,"Hajdú, Sándor"
5521,"Hajnácskőy, László"
5522,"Hakel, Hermann"
5523,Haker
5524,"Hakman, Ester"
5525,"Halachev, Nikola"
5526,"Halama, Adolf"
5527,"Halber, Abram"
5528,"Halber, Meloch"
5529,"Halberstadt, Izrael"
5530,"Halberstadt, Rachel"
5531,"Halberstadt, Shmuel"
5532,"Halbreich, Irena"
5533,"Halder, Franz"
5534,"Haldzband, Aaron"
5535,"Halicki, Viktor"
5536,Halle
5537,Hallerbach
5538,"Hallermöller, Fritz"
5539,Halm (Oberleutnant)
5540,Halperin
5541,"Halperin, Helena"
5542,"Halperin, Israel"
5543,"Halperin, Rachmiel"
5544,Halperine family
5545,"Halperine, Hirsh"
5546,"Halpern, Herz"
5547,"Halpern, Lajpcie"
5548,"Halpern, Marco"
5549,"Halpern, Mark"
5550,"Halpern, Nehemia"
5551,"Halpern, Pincie"
5552,"Halpern, Rose"
5553,"Halpern, Samuel"
5554,"Halpern, Symche"
5555,"Halpern, Willi"
5556,Halpern. See: Halperin
5557,"Halpert, Ben"
5558,"Halphen, Jenő"
5559,"Halputer, Zygmunt"
5560,Hamacher (Hauptmann)
5561,"Hamann, Adolf"
5562,"Hamann, Heinrich"
5563,"Hamann, Joachim"
5564,"Hamburg, Jack"
5565,"Hamburg, M."
5566,"Hamburger, Gustáv"
5567,Hamel (Oberst)
5568,"Hamel, Israel"
5569,"Hamelin, France"
5570,"Hamilton-Baillie, Jock"
5571,"Hammann, Heinrich"
5572,Hammer
5573,"Hammerl, Alfred"
5574,"Hammermann, Gabriele"
5575,"Hammerschmid, Moisha"
5576,Hammerstein
5577,"Hampe, Joachim"
5578,"Hanakam, Charlotte"
5579,"Hananel, Asher"
5580,Handel
5581,"Handke, Erich"
5582,"Handke, Paul"
5583,Handtke
5584,Hanefthaler
5585,Hanf
5586,"Hanfstängl, Ernst"
5587,"Hanger, Shachne"
5588,"Hank, Herbert"
5589,Hanka
5590,Hanke
5591,"Hanke, Friedrich"
5592,"Hanke, Herbert"
5593,"Hannibal, Heinrich"
5594,"Hannon, Mireille"
5595,"Hans, Wegses"
5596,Hanschel
5597,"Hanschel, Hermann"
5598,"Hansel, Franz"
5599,"Hanselmann, Erwin"
5600,Hansen
5601,"Hansen, Elfried"
5602,"Hansen, Friedrich"
5603,"Hansen, Peter Klaus Friedrich"
5604,"Hansen, Richard"
5605,"Hansen, Theodor"
5606,"Hanshaw, John C."
5607,"Hanson, K."
5608,Hanstein (Oberstleutnant)
5609,"Hantke, Otto"
5610,"Hanushevs’kyi, Myron"
5611,"Hanweg, Hermann"
5612,Happel
5613,"Haracsek, József"
5614,"Harbou und von der Hellen, Mogens von"
5615,"Harbuk, Konstantin"
5616,"Harden, Hans"
5617,"Harder, Otto “Tull,”"
5618,"Harder, Willi"
5619,"Harding, James F."
5620,Hardje (Hauptmann)
5621,"Harik, Fania"
5622,Hark
5623,"Hark, Willy"
5624,"Harlandt, Ernst"
5625,"Harman, Dawid"
5626,Harmaz
5627,"Harms, Claus"
5628,"Harms, Emmie"
5629,"Harmuszko, Paweł"
5630,"Harnau, Robert"
5631,"Harnecker, Walter"
5632,"Harpe, Josef"
5633,"Harpina, Ivan"
5634,"Harrington, William J."
5635,"Harris, Eric See: Loëwe, Eric"
5636,Harshaw family
5637,"Harshaw, Izaak"
5638,"Harsley, Kenneth E."
5639,"Hart, Harry Goodwin"
5640,"Harth, Camillo See: Horth, Camillo"
5641,"Hartjenstein, Fritz"
5642,Hartlof
5643,Hartman
5644,"Hartman, Kurt"
5645,Hartmann
5646,Hartmann (Oberst)
5647,Hartmann (Oberstabsarzt Dr.)
5648,"Hartmann, Franz"
5649,"Hartmann, Gustav"
5650,"Hartmann, Hans"
5651,"Hartmann, Wilhelm"
5652,"Hartsch, Erwin"
5653,Hartung
5654,Hartung (doctor)
5655,"Hartung, Adolf"
5656,"Hartung, Rudolf"
5657,Hartwig
5658,"Hartwig, Richard"
5659,"Hase, Paul von"
5660,"Haselhorst, Heinz"
5661,Haseloch
5662,"Haseloff, Otto"
5663,"Hasenberg, Thomas"
5664,"Hasenkamp, Georg Johann"
5665,Hashas
5666,"Haskia, David"
5667,"Hass, Hugo"
5668,"Hassa, Jadwiga Dzido"
5669,"Hasse, Elisabeth"
5670,"Hassebroek, Johannes"
5671,"Hasselbach, Alfred"
5672,"Hasselberg, Alfred"
5673,"Hasson, Vitali"
5674,"Haubenreisser, Carl"
5675,"Hauberg, Chana Tauba"
5676,Haubraiche
5677,"Haufe, Walter"
5678,"Haugewitz, Count"
5679,"Haupt, Otto"
5680,"Hauptman, Dora"
5681,"Hauptman, Icek"
5682,"Hauptmann, Albin"
5683,"Haus, Friedolin"
5684,"Hausch, Oberst von"
5685,"Hausen, Freiherr von"
5686,Hauser family
5687,"Hauser, Dora"
5688,"Hauser, Natan"
5689,"Hausladen, Anton"
5690,"Hausladen, Kunigunde"
5691,Hausman
5692,Hausmann
5693,"Hausmann, Ernst"
5694,"Haviş, Ghesel"
5695,"Havlikova, Elza"
5696,"Hawlas, Josef"
5697,"Hawlick, Erich"
5698,"Hawlik, Else"
5699,"Hay, Margareta"
5700,"Hayat, Pnina"
5701,"HaYisraeli, Rasia"
5702,"Haymann, Otto"
5703,"Hazana, Mardochée"
5704,"Hazller, Magdalena"
5705,Hałaś family
5706,"Haţiegan, Ion"
5707,"Heath, Leslie C."
5708,"Heber, Curt"
5709,"Heber, Käthe"
5710,"Heber, Werner"
5711,Hecht
5712,"Hecht, Emil"
5713,"Hecht, Karl"
5714,"Hecht, Max"
5715,"Hecht, Szaja"
5716,"Hecht, Szmuel"
5717,"Hechter, Josef"
5718,"Hechtfischer, Heinrich"
5719,Hecker
5720,"Heckl, Lucas"
5721,"Hedel, Kurt"
5722,Hedesch
5723,Hedicke (Oberstleutnant)
5724,Hedrich
5725,"Heerde, Ewald Reinhold"
5726,"Heering, Gottfried"
5727,"Heese, Otto"
5728,Heese. See: Häsl
5729,"Heess, Otto"
5730,"Hefer, Stjepan"
5731,"Heffer, Mozes"
5732,Heft
5733,Hegedüs
5734,"Hegemann, Hans"
5735,Heger
5736,"Heger, Karlo “Karl"
5737,"Heger, Raymond"
5738,"Heger, Willibald"
5739,"Hegyi, Lajos"
5740,Heidecke
5741,Heidelberger
5742,"Heiden, ter"
5743,"Heidenreich, Max-Karl"
5744,"Heidenreich, Richard"
5745,Heider
5746,"Heider, Franz"
5747,Heidingsfeld family
5748,Heidingsfelder
5749,"Heidrich, Hermann"
5750,"Heidrich, Ida"
5751,"Heidrich, Wilhelm Hermann"
5752,Heidt. See: Hein
5753,"Heikles, Munka"
5754,"Heilbrunn, Heinrich"
5755,Heilgemeyer (Oberleutnant)
5756,"Heilig, Reinhold"
5757,"Heilmann, Ernst"
5758,"Heim, Salomon"
5759,Heiman
5760,Heimann
5761,"Heimbach, Lothar"
5762,"Heimes, Ernst"
5763,Hein
5764,"Hein, Else"
5765,"Hein, Reinhold"
5766,Heine
5767,"Heine, Kurt"
5768,"Heine, Otto"
5769,"Heines, Edmund"
5770,Heinevetter (Hauptmann)
5771,Heinicker
5772,Heiniger
5773,"Heinkel, Ernst"
5774,"Heinold, Walter"
5775,Heinrich
5776,Heinrich (Hauptmann)
5777,"Heinrich Hohlmann, Karl"
5778,"Heinrich, Alfred"
5779,"Heinrich, Ernst"
5780,"Heinrich, Gerhard"
5781,"Heinrich, Walter Karl"
5782,"Heinrichsohn, Ernst"
5783,"Heins, Helmut"
5784,Heinz
5785,Heinz (Oberleutnant)
5786,"Heinz, Johann"
5787,Heinze
5788,"Heinze, Eberhard"
5789,"Heinze, Karl"
5790,"Heinzel, Richard"
5791,"Heinzl, Max"
5792,"Heise, Gertrud"
5793,Heisler (doctor)
5794,Heissmeyer
5795,"Heissmeyer, Kurt"
5796,"Heist, Franz"
5797,"Heiter, Edmond"
5798,Heitmann
5799,"Heitmüller, Heinz"
5800,Helber
5801,Helbig
5802,"Helbig, Oskar"
5803,"Helczyk, Zenon"
5804,"Held, Felix Buchardt"
5805,"Held, Hans"
5806,"Held, Heinrich"
5807,Helen (queen)
5808,"Helena, Stéphanie"
5809,"Helfferich, Emil"
5810,"Helfman, Moishe"
5811,"Helfsgott, Walter"
5812,Heling family
5813,Hell
5814,"Hell, Berthold"
5815,"Helldorf, Wolf Heinrich Graf von"
5816,"Hellenbroich, Heinz"
5817,Heller
5818,"Heller, Aron"
5819,"Heller, Brana"
5820,"Heller, Josef"
5821,"Heller, Joseph"
5822,"Heller, Sabina"
5823,"Heller, Salomon"
5824,"Heller, Vitus"
5825,"Hellerman, Joachim von"
5826,Hellmich (Major)
5827,"Hellriegel, Bruno"
5828,"Helluy, Joseph"
5829,"Hellwig, Otto"
5830,"Helm, Hans"
5831,"Helm, Rolf"
5832,"Helman, Abraham"
5833,"Helmer, Noach"
5834,Helmer-Sandmann
5835,"Helmlinger, Heinrich"
5836,"Helmrich, Eichard"
5837,Helmut
5838,Helsig
5839,"Helwig, Hans"
5840,Hemetner
5841,"Hemlinger, Heinrich"
5842,"Hemmer, Bernhardus"
5843,"Hemmrich, Elza"
5844,"Hempel, Anna"
5845,"Hempel, Horst"
5846,"Hempel, Karl"
5847,"Hempel, Otto"
5848,"Hempel, Walter"
5849,Henblein
5850,"Henckel, Gustav"
5851,Hencker (Oberst)
5852,Hendel
5853,"Hendel, Hersh"
5854,"Hendler, Abraham"
5855,Hendrichs (Oberleutnant)
5856,"Hendricks, Peter"
5857,"Henenberg, H."
5858,Henig
5859,"Henke, Hans"
5860,"Henke, Waldemar"
5861,"Henkin, Mordechai David"
5862,Henle family
5863,"Henneberg, Richard"
5864,Hennecke
5865,"Hennesy, N.D."
5866,Hennig
5867,Henning
5868,"Henning, August"
5869,Henquizzi
5870,Henry VIII (king)
5871,Henschel
5872,"Henschel, Arno"
5873,"Henschel, Hans"
5874,"Henschel, Oskar R."
5875,Hensel (Oberstleutnant)
5876,Hentschel
5877,"Hentschke, Erwin"
5878,"Henze, Horst"
5879,"Herak, Slavko"
5880,"Herald, Ľudovít"
5881,Herbert
5882,"Herbert, Solomon"
5883,"Herbert, Ulrich"
5884,"Herbet, Nikolaus"
5885,"Herbst, Martin"
5886,Herbster (Hauptmann)
5887,"Herc, Meier"
5888,"Herc, Mendel"
5889,"Hercberg, Dina"
5890,Herfurth
5891,"Herfurth, Johann"
5892,"Herghelegiu, Ion"
5893,"Herich, Franz"
5894,"Hering, August"
5895,"Hering, Felix"
5896,"Hering, Gottlieb"
5897,"Herker, Maxi"
5898,"Herkert, Karl"
5899,"Herlea, Dionisie"
5900,"Herlikofer, Ernst"
5901,Herman
5902,"Herman, Hans"
5903,"Herman, Janet"
5904,"Herman, Nikola"
5905,"Herman, Veiner"
5906,Hermann
5907,"Hermann, Christian"
5908,"Hermann, Deszö"
5909,"Hermann, Jakob"
5910,"Hermann, Margit"
5911,"Hermann, Paula"
5912,"Hermann, Werner"
5913,"Hermann, Willi. See: Herrmann, Willi"
5914,"Hermans, Ward"
5915,"Hermersdorf, Martin"
5916,"Hermsdorf, Heinz"
5917,Hernekamp (Hauptmann)
5918,"Heroiu, Mircea"
5919,Herold
5920,"Herold, Gustav"
5921,"Herrgott, Adolf"
5922,Herring
5923,Herring (Major)
5924,"Herriot, Édouard"
5925,Herrmann
5926,Herrmann (Hauptmann)
5927,"Herrmann, Günther/Günter"
5928,"Herrmann, Otto"
5929,"Herrmann, Willi"
5930,"Herrschel, Ernst"
5931,"Hersas, Samuel/Berko"
5932,"Hersberg, Feiga/Fanny"
5933,"Hersberg, Herman"
5934,"Hersch, Leo"
5935,"Hersch, Rab"
5936,"Herschel, Yitzhak"
5937,"Herschmann, Adolph"
5938,"Hershberg, Motl"
5939,"Hershenhorn, Eliyohu"
5940,"Hershkovitz, Olga"
5941,"Hersko, Blanka"
5942,"Herskon, Israel"
5943,"Hersmann, Werner"
5944,"Hersz, Rose"
5945,"Herszberg, Jerzy"
5946,"Herszenhorn, Izreal"
5947,"Herszkowicz, Karol"
5948,"Herszman, Boruch"
5949,Hertert
5950,"Hertshik, Aliezer"
5951,Hertzer
5952,Herum
5953,"Hervé, Raymond"
5954,"Herwig, Ludwig"
5955,"Herz, Gabriele"
5956,"Herz, Michael"
5957,"Herzer, Ivo"
5958,"Herzfeld, Irma"
5959,"Herzfeld, Rachel"
5960,"Herzfeld, Sarah"
5961,"Herzig, Jakub"
5962,"Herzig, Szabse"
5963,"Herzinger, Betty"
5964,"Herzog, Anny"
5965,"Herzog, Fritz"
5966,"Herzog, Roman"
5967,"Herşcovici, Friderich"
5968,"Herşcovici, Samuil"
5969,Hess
5970,"Hess, Apolonius"
5971,"Hess, Ilse"
5972,"Hess, Richard"
5973,"Hess, Rudolf"
5974,"Hess, Wolf"
5975,Hesse
5976,"Hesse, Hans"
5977,"Hesse, Klaus"
5978,"Hesse, Werner"
5979,Hesselbach (SD officer)
5980,Hesselmann (doctor)
5981,"Hessemayer, Elliot"
5982,"Hesshaus, Mathias"
5983,"Hessing, Oscar"
5984,"Hessing, Shimon"
5985,"Hett, Heinrich"
5986,"Hetterich, Alois"
5987,Hettig
5988,"Hettler, Kurt"
5989,Heublein See: Henblein
5990,"Heuer, Friedrich"
5991,Heuhausen
5992,"Heureude, René"
5993,"Heuser, Erwin"
5994,"Heyde, Werner"
5995,"Heydekamp, Hans Stieler von"
5996,Heydrich
5997,"Heydrich, Lina"
5998,"Heydrich, Reinhard"
5999,"Heyduk, Oswald"
6000,"Heyer, Gustav Adolf"
6001,"Heyer, Otto"
6002,"Heymann, Bruno"
6003,"Heymann, Frank H."
6004,"Heymann, Franz"
6005,"Heymann, Hans"
6006,Hick
6007,"Hidde, Hermann"
6008,"Hierl, Konstantin"
6009,"Hift, Ludwig"
6010,"Higer, P."
6011,"Hijós, Miquel"
6012,"Hilbig, Kurt"
6013,"Hildebrand, Friedrich"
6014,"Hildebrandt, Fritz"
6015,"Hildebrandt, Richard"
6016,Hildebrant
6017,"Hildemann, Karl"
6018,"Hildgen, Roger"
6019,"Hilerovitsch, Movscha"
6020,"Hilert, Itske"
6021,"Hilf, Dawid"
6022,"Hilf, R."
6023,"Hilfstein, Chaim"
6024,"Hilgers, Alfred"
6025,"Hill, Robin E."
6026,"Hille, Johann"
6027,"Hille, Susanne"
6028,"Hillebrecht, Lina"
6029,Hillel
6030,"Hiller, Arszcz Schaja"
6031,"Hiller, Feiga Mała"
6032,"Hiller, Kurt"
6033,"Hiller, Symche"
6034,"Hillman, Laura"
6035,"Hilsche, Franz"
6036,"Hilscher, Charlotte"
6037,"Hiltorp, Erich"
6038,"Hiltrop, Werner"
6039,"Hilzer, Helena"
6040,"Himmelblau, Michał"
6041,"Himmelfarb, Chaim"
6042,"Himmelfarb, Meir"
6043,"Himmler, Heinrich"
6044,"Himmler, Mrs. Heinrich"
6045,"Hinckelmann, Eduard"
6046,"Hindenburg, Paul von"
6047,"Hindls, Arnold"
6048,"Hinghofer, Walter"
6049,"Hingst, Hans"
6050,Hintzelmann
6051,Hinz
6052,"Hinz, Friedrich Wilhelm"
6053,"Hipler, Paul"
6054,"Hippe, Oskar"
6055,"Hirauski, N."
6056,Hirche
6057,"Hirchem, Rudolf"
6058,"Hirsch, Aisic"
6059,"Hirsch, Alexandre"
6060,"Hirsch, Auguste “Gusta”"
6061,"Hirsch, Emil"
6062,"Hirsch, Gendel"
6063,"Hirsch, Gerhard von"
6064,"Hirsch, Sidonia"
6065,"Hirsch, Werner"
6066,"Hirsch, Zoltán"
6067,Hirschberg
6068,"Hirschel, Max"
6069,"Hirschler, René"
6070,"Hirschmann, Kurt"
6071,Hirshhorn
6072,"Hirshman, Adolf"
6073,Hirszberg
6074,"Hirszenhorn, Chaim Mordecai"
6075,"Hirszman, Chaim Icek"
6076,"Hirt, August"
6077,"Hirtsiefer, Heinrich"
6078,"Hirtz, Wilhelm"
6079,"Hirzebruch, Fritz"
6080,"Hirş, Heni"
6081,"Hitler, Adolf"
6082,Hitschke
6083,Hitzigrad (Hauptmann)
6084,"Hlatjwojo, Ben"
6085,Hlavicka
6086,"Hlinka, Andrej"
6087,"Hoch, Heinrich"
6088,"Hoch, Wilhelm"
6089,"Hochbaum, Hersz Gercel"
6090,"Hochberg, Golda"
6091,"Hochberger, Moses"
6092,"Hochcajt, Jakub"
6093,"Hochhauser, Moishe"
6094,"Hochhäuser, Alex"
6095,Hochman
6096,"Hochman, H."
6097,Hochmann
6098,"Hochradl, Hans"
6099,"Hochstädt, Avram"
6100,"Hochwarth, Andreas"
6101,Hoeffner (Major)
6102,Hoegelow
6103,Hoer
6104,"Hoerbach, Hermann von"
6105,"Hoesslin, Ludwig von"
6106,"Hoey, Albert van"
6107,"Hofbauer, Edith"
6108,"Hofe, Alfred van"
6109,Hofer
6110,"Hofer, Karl"
6111,"Hofer, Marcus"
6112,Hoffenreich (Oberleutnant)
6113,"Hoffer, Walter"
6114,Hoffman
6115,Hoffman (Major)
6116,"Hoffman, Ernst"
6117,Hoffmann
6118,"Hoffmann, Eugen"
6119,"Hoffmann, Gertruda"
6120,"Hoffmann, Gotthilf"
6121,"Hoffmann, Hans"
6122,"Hoffmann, Joachim"
6123,"Hoffmann, Julius"
6124,"Hoffmann, Lucy"
6125,"Hoffmann, Maria"
6126,"Hoffmann, Oskar"
6127,"Hoffmann, Oskar (SS)"
6128,"Hoffmann, Paul"
6129,"Hoffmann, Roger"
6130,"Hoffmann, Wilhelm"
6131,"Hoffmann, Wolfgang"
6132,"Hoffmeyer, Horst"
6133,Hofheim
6134,Hofman
6135,"Hofman, Abraham"
6136,"Hofman, Barbara"
6137,Hofmann
6138,"Hofmann, Franz"
6139,"Hofmann, Franz Johann"
6140,"Hofmann, Otto"
6141,"Hofmeister, Georg"
6142,Hogrel family
6143,Hohenberger (Major)
6144,"Hohengarten, André"
6145,"Hohenstein, Alexander. See: Bock, Franz"
6146,"Hoin, Willi"
6147,Holberg
6148,"Holcman, Bernard"
6149,"Holdetzki, Roman"
6150,"Hollander, Paul"
6151,Hollecker (doctor)
6152,"Hollender, Menasze"
6153,Hollmeier (Oberstleutnant)
6154,"Hollstein, Georg"
6155,"Holländer, Franz"
6156,"Hollóssy-Kuthy, Lajos"
6157,"Holthoff, Paul"
6158,"Holthusen, Klaus"
6159,"Holthöver, Christine"
6160,"Holtsker, Avraham Ben-Tsion"
6161,"Holtsker, Moshe ben Yaakov"
6162,"Holtz, Friedrich"
6163,"Holtz, Leopold"
6164,"Holveck, Robert"
6165,"Holz, Ulrich"
6166,"Holz, W."
6167,"Holzapfel, Karl"
6168,Holzheimer
6169,"Holzman, Helene"
6170,Holzmann
6171,"Holzschuh, Ferdinand"
6172,"Holzschuher, Wilhelm von"
6173,"Homa, Max"
6174,"Hommel, Albert"
6175,"Honigmann, Sara"
6176,"Honigsfeld, Benjamin"
6177,"Honti, Béla"
6178,"Hoop, Martin"
6179,Hop
6180,"Hopenblum, Mejłoch"
6181,"Hopfer, Anton"
6182,"Hopp, Frieda"
6183,Hoppe
6184,"Hoppe, Albert"
6185,"Hoppe, Hans-Dietrich"
6186,"Hoppe, Paul Werner"
6187,Hopperdietzel (Oberleutnant d.R.)
6188,"Horman, Filip"
6189,Horn
6190,"Horn, Adolphine"
6191,"Horn, Hans"
6192,"Horn, Max"
6193,"Horne, Betty"
6194,"Horneck, Karl"
6195,"Hornig, Robert"
6196,"Hornung, Hans"
6197,"Hornyák, Miklós"
6198,"Horowicz, Enzel"
6199,"Horowicz, Moszek"
6200,Horowitz
6201,"Horowitz, J."
6202,"Horowitz, Max"
6203,"Horowitz, Mojżesz"
6204,"Horowitz, Mordechai Markus"
6205,"Horowitz, Salomon"
6206,"Horschelt, August"
6207,"Horstmann, Alex"
6208,"Horstmann, Hans"
6209,"Horth, Camillo"
6210,"Horthy, Miklós"
6211,"Horvat, Stefan"
6212,"Horvatin, Mladen"
6213,"Horvát, István"
6214,"Horváth, György"
6215,"Horváth, Sándor"
6216,"Horváth, Zoltán"
6217,"Horváth, Árpád"
6218,"Hossbach, Friedrich"
6219,Hossenfelder (Oberstleutnant)
6220,"Hoster, Johann"
6221,"Hosters, Herbert"
6222,"Hoth, Hermann"
6223,Hotz
6224,"Hot’man, Fedor"
6225,Houber
6226,"Houbin, Mischko"
6227,"Houwald, Karl-Friedrich von"
6228,"Hoven, Waldemar"
6229,"Howard, Elizabeth Fox"
6230,"Hoyer-Bauchwitz, Lotte"
6231,"Hradec (later Kraus), Maria"
6232,"Hrg, Andrea"
6233,"Hrivniak, František"
6234,"Hronizek, Franz"
6235,"Hronsky, Ilana"
6236,"Hronsky, Nelly"
6237,"Hryncewicz, Jan"
6238,Huala
6239,"Huban, Ján"
6240,Huber
6241,"Huber, Franz"
6242,"Huber, Magnus"
6243,Huberband
6244,Huberman
6245,"Huberman, Azriel"
6246,"Huberman, Rose"
6247,"Huberman-Iwan, Ryszka"
6248,Hubert
6249,Hubert (camp chief)
6250,"Hubert, Marie-Christine"
6251,"Hubig, Hermann"
6252,"Hucalo, Ostap"
6253,Hucklenbroich (Major)
6254,Hudkiwicz
6255,"Hudson, James Douglas"
6256,"Hueber, de"
6257,"Huels, Klaus Ferdinand"
6258,"Huelst, Annemarie van der"
6259,"Hujer, Albert"
6260,"Huleux, Marcel"
6261,"Humbert, Agnès"
